t,q_FL_abad,q_FL_thigh,q_FL_calf,q_FR_abad,q_FR_thigh,q_FR_calf,q_RL_abad,q_RL_thigh,q_RL_calf,q_RR_abad,q_RR_thigh,q_RR_calf,qdes_FL_abad,qdes_FL_thigh,qdes_FL_calf,qdes_FR_abad,qdes_FR_thigh,qdes_FR_calf,qdes_RL_abad,qdes_RL_thigh,qdes_RL_calf,qdes_RR_abad,qdes_RR_thigh,qdes_RR_calf,tau_FL_abad,tau_FL_thigh,tau_FL_calf,tau_FR_abad,tau_FR_thigh,tau_FR_calf,tau_RL_abad,tau_RL_thigh,tau_RL_calf,tau_RR_abad,tau_RR_thigh,tau_RR_calf,grav_z
0.0000,-0.40609,-0.07859,-0.68641,0.57429,-0.06700,-0.97448,-0.50761,0.38308,-1.27318,0.42952,0.34729,-0.86612,-0.40609,-0.07859,-0.68641,0.57429,-0.06700,-0.97448,-0.50761,0.38308,-1.27318,0.42952,0.34729,-0.86612,0.110,0.110,0.037,0.110,-0.037,-0.110,-0.110,0.037,0.037,-0.110,-0.110,-0.183,-0.9998
0.0050,-0.40620,-0.07855,-0.68641,0.57425,-0.06700,-0.97448,-0.50750,0.38308,-1.27318,0.42952,0.34722,-0.86612,-0.40620,-0.07855,-0.68641,0.57425,-0.06700,-0.97448,-0.50750,0.38308,-1.27318,0.42952,0.34722,-0.86612,0.037,0.037,0.037,0.110,-0.110,-0.110,-0.110,0.110,0.037,-0.037,-0.110,-0.037,-0.9998
0.0100,-0.40609,-0.07867,-0.68641,0.57436,-0.06693,-0.97448,-0.50761,0.38319,-1.27318,0.42952,0.34722,-0.86612,-0.40609,-0.07867,-0.68641,0.57436,-0.06693,-0.97448,-0.50761,0.38319,-1.27318,0.42952,0.34722,-0.86612,0.037,0.037,0.110,0.110,-0.037,-0.110,-0.037,0.037,0.110,-0.110,-0.110,-0.110,-0.9998
0.0150,-0.40609,-0.07855,-0.68641,0.57429,-0.06693,-0.97448,-0.50761,0.38308,-1.27318,0.42952,0.34729,-0.86612,-0.40609,-0.07855,-0.68641,0.57429,-0.06693,-0.97448,-0.50761,0.38308,-1.27318,0.42952,0.34729,-0.86612,0.183,0.037,0.183,0.183,-0.110,-0.110,-0.110,0.183,0.183,-0.037,-0.037,-0.110,-0.9998
0.0200,-0.40609,-0.07855,-0.68641,0.57429,-0.06700,-0.97448,-0.50761,0.38319,-1.27321,0.42952,0.34718,-0.86612,-0.40609,-0.07855,-0.68641,0.57429,-0.06700,-0.97448,-0.50761,0.38319,-1.27321,0.42952,0.34718,-0.86612,0.037,0.037,0.183,0.110,-0.110,-0.256,-0.037,0.183,0.110,-0.037,-0.183,-0.110,-0.9998
0.0250,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42952,0.34718,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42952,0.34718,-0.86612,0.037,0.110,0.110,0.183,-0.037,-0.110,-0.110,0.110,0.110,-0.037,-0.183,-0.110,-0.9998
0.0300,-0.40602,-0.07855,-0.68641,0.57436,-0.06700,-0.97448,-0.50761,0.38308,-1.27321,0.42952,0.34718,-0.86612,-0.40602,-0.07855,-0.68641,0.57436,-0.06700,-0.97448,-0.50761,0.38308,-1.27321,0.42952,0.34718,-0.86612,0.037,0.037,0.183,0.183,-0.110,-0.110,-0.037,0.037,0.110,-0.110,-0.110,-0.256,-0.9998
0.0350,-0.40602,-0.07855,-0.68641,0.57436,-0.06700,-0.97445,-0.50761,0.38312,-1.27327,0.42941,0.34718,-0.86612,-0.40602,-0.07855,-0.68641,0.57436,-0.06700,-0.97445,-0.50761,0.38312,-1.27327,0.42941,0.34718,-0.86612,0.183,0.037,0.110,0.110,-0.110,-0.110,-0.110,0.183,0.110,-0.183,-0.037,-0.037,-0.9998
0.0400,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27321,0.42941,0.34718,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27321,0.42941,0.34718,-0.86612,0.183,0.037,0.110,0.110,-0.110,-0.110,-0.256,0.183,0.183,-0.110,-0.183,-0.183,-0.9998
0.0450,-0.40609,-0.07859,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38322,-1.27309,0.42941,0.34718,-0.86612,-0.40609,-0.07859,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38322,-1.27309,0.42941,0.34718,-0.86612,0.037,0.037,0.037,0.110,-0.037,-0.183,-0.110,0.110,0.110,-0.110,-0.110,-0.256,-0.9998
0.0500,-0.40609,-0.07855,-0.68641,0.57447,-0.06711,-0.97448,-0.50761,0.38319,-1.27315,0.42941,0.34710,-0.86612,-0.40609,-0.07855,-0.68641,0.57447,-0.06711,-0.97448,-0.50761,0.38319,-1.27315,0.42941,0.34710,-0.86612,0.037,0.183,0.110,0.110,-0.110,-0.183,-0.110,0.110,0.110,-0.110,-0.037,-0.037,-0.9998
0.0550,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34714,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34714,-0.86612,0.110,0.037,0.110,0.037,-0.110,-0.183,-0.110,0.183,0.183,-0.110,-0.110,-0.183,-0.9998
0.0600,-0.40609,-0.07859,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38319,-1.27309,0.42941,0.34718,-0.86612,-0.40609,-0.07859,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38319,-1.27309,0.42941,0.34718,-0.86612,0.183,0.110,0.183,0.183,-0.110,-0.110,-0.110,0.037,0.110,-0.110,-0.110,-0.037,-0.9998
0.0650,-0.40609,-0.07855,-0.68638,0.57436,-0.06708,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07855,-0.68638,0.57436,-0.06708,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34710,-0.86612,0.037,0.037,0.183,0.183,-0.110,-0.330,-0.110,0.110,0.110,-0.110,-0.110,0.037,-0.9998
0.0700,-0.40609,-0.07855,-0.68641,0.57447,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07855,-0.68641,0.57447,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.110,0.256,0.037,0.256,-0.183,-0.110,-0.037,0.256,0.037,-0.183,-0.183,-0.256,-0.9998
0.0750,-0.40609,-0.07859,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27318,0.42952,0.34710,-0.86612,-0.40609,-0.07859,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27318,0.42952,0.34710,-0.86612,0.037,0.037,0.183,0.183,-0.110,-0.183,-0.110,0.110,0.110,-0.183,-0.110,-0.183,-0.9998
0.0800,-0.40602,-0.07855,-0.68641,0.57436,-0.06711,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34718,-0.86607,-0.40602,-0.07855,-0.68641,0.57436,-0.06711,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34718,-0.86607,0.037,0.110,0.110,0.110,-0.110,-0.110,-0.110,0.183,0.110,-0.110,-0.183,-0.183,-0.9998
0.0850,-0.40612,-0.07855,-0.68638,0.57436,-0.06711,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40612,-0.07855,-0.68638,0.57436,-0.06711,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.183,0.256,0.110,0.110,-0.110,-0.037,-0.110,0.183,0.256,-0.110,-0.110,-0.256,-0.9998
0.0900,-0.40609,-0.07855,-0.68641,0.57447,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07855,-0.68641,0.57447,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.183,0.256,0.110,0.110,-0.110,-0.110,-0.110,0.183,0.110,-0.037,-0.110,-0.037,-0.9998
0.0950,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.183,0.037,0.183,0.183,-0.110,-0.110,-0.037,0.037,0.110,-0.037,-0.110,-0.037,-0.9998
0.1000,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97442,-0.50761,0.38319,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97442,-0.50761,0.38319,-1.27318,0.42941,0.34710,-0.86612,0.183,0.183,0.183,0.037,-0.183,-0.110,-0.110,0.110,0.110,-0.110,-0.110,-0.037,-0.9998
0.1050,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97457,-0.50761,0.38308,-1.27318,0.42941,0.34714,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97457,-0.50761,0.38308,-1.27318,0.42941,0.34714,-0.86612,0.037,0.037,0.183,0.110,-0.110,-0.110,-0.110,0.183,0.110,-0.037,-0.110,-0.037,-0.9998
0.1100,-0.40605,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27321,0.42941,0.34710,-0.86612,-0.40605,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27321,0.42941,0.34710,-0.86612,0.183,0.037,0.183,0.110,-0.110,-0.110,-0.256,0.183,0.183,-0.183,-0.110,-0.110,-0.9998
0.1150,-0.40602,-0.07855,-0.68633,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34718,-0.86612,-0.40602,-0.07855,-0.68633,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34718,-0.86612,0.183,0.110,0.110,0.183,-0.183,-0.110,-0.110,0.183,0.110,-0.110,-0.110,-0.183,-0.9998
0.1200,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50765,0.38308,-1.27318,0.42941,0.34710,-0.86607,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50765,0.38308,-1.27318,0.42941,0.34710,-0.86607,0.183,0.110,0.110,0.183,-0.183,-0.256,-0.110,0.037,0.256,-0.183,-0.110,-0.110,-0.9998
0.1250,-0.40609,-0.07855,-0.68641,0.57436,-0.06711,-0.97448,-0.50761,0.38322,-1.27321,0.42941,0.34710,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06711,-0.97448,-0.50761,0.38322,-1.27321,0.42941,0.34710,-0.86612,0.183,0.256,0.183,0.037,-0.037,-0.110,-0.110,0.037,0.110,-0.110,-0.110,-0.256,-0.9998
0.1300,-0.40620,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40620,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.110,0.037,0.110,0.110,-0.183,-0.110,-0.110,0.110,0.110,-0.183,-0.183,-0.183,-0.9998
0.1350,-0.40602,-0.07855,-0.68641,0.57447,-0.06708,-0.97448,-0.50768,0.38308,-1.27321,0.42941,0.34710,-0.86612,-0.40602,-0.07855,-0.68641,0.57447,-0.06708,-0.97448,-0.50768,0.38308,-1.27321,0.42941,0.34710,-0.86612,0.183,0.037,0.037,0.183,-0.183,-0.110,-0.110,0.037,0.110,-0.183,-0.110,-0.110,-0.9998
0.1400,-0.40602,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34707,-0.86612,-0.40602,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34707,-0.86612,0.183,0.256,0.110,0.110,-0.183,-0.183,-0.037,0.183,0.110,-0.110,-0.110,-0.037,-0.9998
0.1450,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38319,-1.27309,0.42941,0.34703,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38319,-1.27309,0.42941,0.34703,-0.86612,0.183,0.110,0.110,0.110,-0.110,-0.256,-0.110,0.183,0.110,-0.110,-0.110,-0.183,-0.9998
0.1500,-0.40609,-0.07848,-0.68638,0.57436,-0.06711,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86612,-0.40609,-0.07848,-0.68638,0.57436,-0.06711,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34707,-0.86612,0.183,0.110,0.110,0.110,-0.110,-0.110,-0.110,0.256,0.110,-0.183,-0.183,-0.110,-0.9998
0.1550,-0.40609,-0.07855,-0.68638,0.57436,-0.06708,-0.97442,-0.50765,0.38319,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07855,-0.68638,0.57436,-0.06708,-0.97442,-0.50765,0.38319,-1.27318,0.42941,0.34710,-0.86612,0.183,0.110,0.037,0.037,-0.110,-0.183,-0.110,0.183,0.183,-0.110,-0.183,-0.183,-0.9998
0.1600,-0.40602,-0.07855,-0.68641,0.57436,-0.06708,-0.97445,-0.50761,0.38308,-1.27318,0.42941,0.34703,-0.86609,-0.40602,-0.07855,-0.68641,0.57436,-0.06708,-0.97445,-0.50761,0.38308,-1.27318,0.42941,0.34703,-0.86609,0.037,0.037,0.037,0.110,-0.110,-0.110,-0.110,0.183,0.110,-0.110,-0.037,-0.037,-0.9998
0.1650,-0.40602,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38319,-1.27318,0.42952,0.34710,-0.86612,-0.40602,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38319,-1.27318,0.42952,0.34710,-0.86612,0.110,0.110,0.110,0.110,-0.110,-0.110,-0.110,0.256,0.110,-0.110,-0.110,0.037,-0.9998
0.1700,-0.40609,-0.07859,-0.68641,0.57436,-0.06708,-0.97442,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07859,-0.68641,0.57436,-0.06708,-0.97442,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.037,0.183,0.183,0.110,-0.183,-0.183,-0.256,0.256,0.183,-0.110,-0.110,-0.110,-0.9998
0.1750,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50761,0.38319,-1.27318,0.42941,0.34710,-0.86612,0.037,0.110,0.183,0.183,-0.110,-0.183,-0.183,0.110,0.110,-0.183,-0.037,-0.110,-0.9998
0.1800,-0.40605,-0.07855,-0.68641,0.57447,-0.06708,-0.97442,-0.50761,0.38319,-1.27318,0.42941,0.34710,-0.86612,-0.40605,-0.07855,-0.68641,0.57447,-0.06708,-0.97442,-0.50761,0.38319,-1.27318,0.42941,0.34710,-0.86612,0.183,0.183,0.110,0.110,-0.110,-0.110,-0.037,0.110,0.256,-0.037,-0.037,-0.256,-0.9998
0.1850,-0.40609,-0.07855,-0.68633,0.57436,-0.06708,-0.97445,-0.50761,0.38312,-1.27318,0.42952,0.34710,-0.86612,-0.40609,-0.07855,-0.68633,0.57436,-0.06708,-0.97445,-0.50761,0.38312,-1.27318,0.42952,0.34710,-0.86612,0.110,0.037,0.183,0.183,-0.110,-0.110,-0.110,0.183,0.110,-0.110,-0.110,-0.256,-0.9998
0.1900,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38322,-1.27318,0.42941,0.34707,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38322,-1.27318,0.42941,0.34707,-0.86612,0.037,0.256,0.183,0.183,-0.110,-0.110,-0.110,0.037,0.110,-0.110,-0.183,-0.256,-0.9998
0.1950,-0.40602,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38322,-1.27318,0.42941,0.34710,-0.86612,-0.40602,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38322,-1.27318,0.42941,0.34710,-0.86612,0.037,0.110,0.110,0.110,-0.110,-0.110,-0.110,0.183,0.037,-0.037,-0.110,-0.110,-0.9998
0.2000,-0.40609,-0.07855,-0.68633,0.57436,-0.06708,-0.97442,-0.50761,0.38322,-1.27309,0.42941,0.34703,-0.86612,-0.40609,-0.07855,-0.68633,0.57436,-0.06708,-0.97442,-0.50761,0.38322,-1.27309,0.42941,0.34703,-0.86612,0.183,0.183,0.183,0.110,-0.037,-0.110,-0.110,0.037,0.110,-0.110,-0.110,-0.183,-0.9998
0.2050,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50750,0.38319,-1.27318,0.42941,0.34699,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50750,0.38319,-1.27318,0.42941,0.34699,-0.86612,0.110,0.037,0.183,0.110,-0.110,-0.110,-0.183,0.183,0.183,-0.183,-0.110,-0.037,-0.9998
0.2100,-0.40609,-0.07855,-0.68638,0.57436,-0.06711,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07855,-0.68638,0.57436,-0.06711,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.110,0.037,0.110,0.110,-0.183,-0.183,-0.183,0.183,0.183,-0.037,-0.183,-0.183,-0.9998
0.2150,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97445,-0.50761,0.38319,-1.27318,0.42941,0.34699,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97445,-0.50761,0.38319,-1.27318,0.42941,0.34699,-0.86612,0.037,0.037,0.110,0.183,-0.110,-0.110,-0.110,0.110,0.110,-0.110,-0.110,-0.037,-0.9998
0.2200,-0.40612,-0.07855,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40612,-0.07855,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.183,0.256,0.183,0.110,-0.110,-0.110,-0.110,0.183,0.110,-0.110,-0.110,-0.037,-0.9998
0.2250,-0.40602,-0.07855,-0.68633,0.57436,-0.06719,-0.97448,-0.50761,0.38319,-1.27321,0.42941,0.34707,-0.86612,-0.40602,-0.07855,-0.68633,0.57436,-0.06719,-0.97448,-0.50761,0.38319,-1.27321,0.42941,0.34707,-0.86612,0.183,0.110,0.110,0.183,-0.110,-0.110,-0.110,0.183,0.183,-0.183,-0.110,-0.256,-0.9998
0.2300,-0.40609,-0.07855,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07855,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.037,0.037,0.183,0.037,-0.110,-0.183,-0.110,0.183,0.110,-0.110,-0.110,-0.256,-0.9998
0.2350,-0.40609,-0.07855,-0.68638,0.57436,-0.06708,-0.97448,-0.50761,0.38312,-1.27318,0.42941,0.34707,-0.86612,-0.40609,-0.07855,-0.68638,0.57436,-0.06708,-0.97448,-0.50761,0.38312,-1.27318,0.42941,0.34707,-0.86612,0.183,0.183,0.183,0.183,-0.183,-0.183,-0.183,0.037,0.037,-0.110,-0.110,-0.037,-0.9998
0.2400,-0.40602,-0.07855,-0.68641,0.57436,-0.06708,-0.97442,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40602,-0.07855,-0.68641,0.57436,-0.06708,-0.97442,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.037,0.183,0.110,0.110,-0.183,-0.110,-0.037,0.037,0.183,-0.183,-0.183,-0.110,-0.9998
0.2450,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97442,-0.50761,0.38319,-1.27318,0.42941,0.34703,-0.86615,-0.40609,-0.07855,-0.68641,0.57436,-0.06708,-0.97442,-0.50761,0.38319,-1.27318,0.42941,0.34703,-0.86615,0.037,0.037,0.110,0.183,-0.110,-0.110,-0.110,0.183,0.110,-0.110,-0.183,-0.037,-0.9998
0.2500,-0.40612,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38312,-1.27318,0.42941,0.34707,-0.86612,-0.40612,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38312,-1.27318,0.42941,0.34707,-0.86612,0.037,0.110,0.110,0.037,-0.110,-0.183,-0.183,0.183,0.110,-0.110,-0.110,-0.256,-0.9998
0.2550,-0.40602,-0.07859,-0.68633,0.57436,-0.06715,-0.97448,-0.50765,0.38322,-1.27318,0.42941,0.34707,-0.86612,-0.40602,-0.07859,-0.68633,0.57436,-0.06715,-0.97448,-0.50765,0.38322,-1.27318,0.42941,0.34707,-0.86612,0.037,0.037,0.110,0.110,-0.110,-0.183,-0.110,0.183,0.037,-0.037,-0.183,-0.037,-0.9998
0.2600,-0.40602,-0.07863,-0.68641,0.57447,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40602,-0.07863,-0.68641,0.57447,-0.06708,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.037,0.110,0.110,0.110,-0.110,-0.183,-0.110,0.110,0.037,-0.183,-0.183,-0.110,-0.9998
0.2650,-0.40602,-0.07855,-0.68638,0.57436,-0.06711,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40602,-0.07855,-0.68638,0.57436,-0.06711,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.183,0.037,0.110,0.110,-0.256,-0.110,-0.110,0.183,0.110,-0.110,-0.037,-0.110,-0.9998
0.2700,-0.40609,-0.07859,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40609,-0.07859,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.037,0.037,0.183,0.110,-0.183,-0.110,-0.110,0.183,0.256,-0.110,-0.110,0.037,-0.9998
0.2750,-0.40609,-0.07855,-0.68638,0.57436,-0.06715,-0.97448,-0.50765,0.38312,-1.27309,0.42941,0.34710,-0.86607,-0.40609,-0.07855,-0.68638,0.57436,-0.06715,-0.97448,-0.50765,0.38312,-1.27309,0.42941,0.34710,-0.86607,0.110,0.110,0.183,0.183,-0.110,-0.110,-0.110,0.183,0.110,-0.183,-0.183,-0.037,-0.9998
0.2800,-0.40609,-0.07855,-0.68633,0.57436,-0.06719,-0.97448,-0.50761,0.38319,-1.27309,0.42941,0.34707,-0.86612,-0.40609,-0.07855,-0.68633,0.57436,-0.06719,-0.97448,-0.50761,0.38319,-1.27309,0.42941,0.34707,-0.86612,0.256,0.183,0.110,0.183,-0.110,-0.110,-0.037,0.183,0.037,-0.183,-0.110,-0.256,-0.9998
0.2850,-0.40602,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38312,-1.27309,0.42941,0.34710,-0.86615,-0.40602,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38312,-1.27309,0.42941,0.34710,-0.86615,0.183,0.110,0.110,0.183,-0.110,-0.037,-0.110,0.183,0.110,-0.110,-0.037,-0.037,-0.9998
0.2900,-0.40612,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,-0.40612,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86612,0.037,0.183,0.110,0.110,-0.110,-0.330,-0.110,0.110,0.183,-0.183,-0.110,-0.110,-0.9998
0.2950,-0.40609,-0.07855,-0.68638,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34703,-0.86607,-0.40609,-0.07855,-0.68638,0.57436,-0.06708,-0.97448,-0.50761,0.38308,-1.27309,0.42941,0.34703,-0.86607,0.037,0.256,0.110,0.110,-0.183,-0.110,-0.256,0.037,0.110,-0.183,-0.110,-0.256,-0.9998
0.3000,-0.40609,-0.07859,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42934,0.34710,-0.86612,-0.40609,-0.07859,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42934,0.34710,-0.86612,0.037,0.037,0.110,0.110,-0.183,-0.183,-0.037,0.110,0.110,-0.110,-0.037,-0.037,-0.9998
0.3050,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50765,0.38308,-1.27318,0.42941,0.34703,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06715,-0.97448,-0.50765,0.38308,-1.27318,0.42941,0.34703,-0.86612,0.037,0.183,0.037,0.110,-0.037,-0.110,-0.037,0.110,0.110,-0.110,-0.256,-0.256,-0.9998
0.3100,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27321,0.42941,0.34707,-0.86612,-0.40609,-0.07855,-0.68641,0.57436,-0.06719,-0.97448,-0.50761,0.38308,-1.27321,0.42941,0.34707,-0.86612,0.183,0.256,0.110,0.110,-0.183,-0.183,-0.110,0.110,0.110,-0.110,-0.183,-0.110,-0.9998
0.3150,-0.40609,-0.07855,-0.68638,0.57447,-0.06719,-0.97457,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86612,-0.40609,-0.07855,-0.68638,0.57447,-0.06719,-0.97457,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86612,0.110,0.037,0.037,0.183,-0.037,-0.183,-0.256,0.110,0.110,-0.110,-0.183,-0.256,-0.9998
0.3200,-0.40602,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50765,0.38312,-1.27318,0.42941,0.34707,-0.86612,-0.40602,-0.07855,-0.68641,0.57436,-0.06708,-0.97448,-0.50765,0.38312,-1.27318,0.42941,0.34707,-0.86612,0.183,0.183,0.110,0.110,-0.110,-0.110,-0.110,0.110,0.183,-0.110,-0.183,0.037,-0.9998
0.3250,-0.40609,-0.07855,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86609,-0.40609,-0.07855,-0.68638,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34710,-0.86609,0.037,0.110,0.183,0.183,-0.110,-0.110,-0.110,0.110,0.110,-0.183,-0.037,-0.110,-0.9998
0.3300,-0.40612,-0.07859,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86615,-0.40612,-0.07859,-0.68641,0.57436,-0.06715,-0.97448,-0.50761,0.38308,-1.27318,0.42941,0.34699,-0.86615,0.110,0.037,0.037,0.037,-0.110,-0.183,-0.110,0.110,0.037,-0.110,-0.110,-0.183,-0.9998
