t,q_FL_abad,q_FL_thigh,q_FL_calf,q_FR_abad,q_FR_thigh,q_FR_calf,q_RL_abad,q_RL_thigh,q_RL_calf,q_RR_abad,q_RR_thigh,q_RR_calf,qdes_FL_abad,qdes_FL_thigh,qdes_FL_calf,qdes_FR_abad,qdes_FR_thigh,qdes_FR_calf,qdes_RL_abad,qdes_RL_thigh,qdes_RL_calf,qdes_RR_abad,qdes_RR_thigh,qdes_RR_calf,tau_FL_abad,tau_FL_thigh,tau_FL_calf,tau_FR_abad,tau_FR_thigh,tau_FR_calf,tau_RL_abad,tau_RL_thigh,tau_RL_calf,tau_RR_abad,tau_RR_thigh,tau_RR_calf,grav_z
21.1050,-0.40960,-0.06722,-0.68246,0.57572,-0.05688,-0.97445,-0.50984,0.39661,-1.26811,0.43000,0.36586,-0.86612,-0.40609,-0.02261,-0.68641,0.57436,-0.01120,-0.97451,-0.50761,0.43906,-1.27309,0.42941,0.40294,-0.86612,0.183,0.916,-0.037,0.037,0.769,-0.110,-0.037,0.403,-0.037,-0.110,0.110,0.037,-0.9998
21.1100,-0.40949,-0.06605,-0.68246,0.57586,-0.05523,-0.97448,-0.50977,0.40077,-1.26811,0.43007,0.36860,-0.86612,-0.40609,-0.02029,-0.68641,0.57436,-0.00888,-0.97451,-0.50761,0.44138,-1.27309,0.42941,0.40526,-0.86612,0.183,0.989,-0.037,0.037,0.769,-0.110,-0.037,0.403,0.037,-0.110,-0.037,0.037,-0.9998
21.1150,-0.40923,-0.06463,-0.68240,0.57590,-0.05414,-0.97448,-0.50977,0.40249,-1.26808,0.43000,0.37076,-0.86612,-0.40609,-0.01801,-0.68641,0.57436,-0.00661,-0.97451,-0.50761,0.44366,-1.27309,0.42941,0.40754,-0.86612,0.183,0.916,-0.110,0.037,0.842,-0.110,-0.037,0.403,-0.037,-0.110,-0.037,-0.110,-0.9998
21.1200,-0.40912,-0.06338,-0.68246,0.57582,-0.05370,-0.97445,-0.50977,0.40479,-1.26811,0.43003,0.37405,-0.86612,-0.40609,-0.01579,-0.68641,0.57436,-0.00438,-0.97451,-0.50761,0.44588,-1.27309,0.42941,0.40976,-0.86612,0.110,1.062,-0.037,0.037,0.842,-0.110,-0.037,0.403,-0.037,-0.110,-0.037,-0.037,-0.9998
21.1250,-0.40883,-0.06221,-0.68246,0.57582,-0.05227,-0.97448,-0.50991,0.40860,-1.26811,0.43003,0.37533,-0.86612,-0.40609,-0.01361,-0.68641,0.57436,-0.00220,-0.97451,-0.50761,0.44806,-1.27309,0.42941,0.41194,-0.86612,0.110,1.062,-0.037,0.037,0.989,-0.110,-0.037,0.403,-0.037,-0.110,-0.037,-0.037,-0.9998
21.1300,-0.40846,-0.06090,-0.68240,0.57582,-0.05114,-0.97445,-0.51006,0.41079,-1.26811,0.42989,0.37939,-0.86612,-0.40609,-0.01149,-0.68641,0.57436,-0.00008,-0.97451,-0.50761,0.45018,-1.27309,0.42941,0.41406,-0.86612,0.110,1.136,-0.256,0.110,0.989,-0.110,0.037,0.403,-0.037,-0.037,0.037,-0.110,-0.9998
21.1350,-0.40824,-0.05966,-0.68240,0.57582,-0.05070,-0.97442,-0.51042,0.41287,-1.26811,0.42989,0.38249,-0.86612,-0.40609,-0.00942,-0.68641,0.57436,0.00199,-0.97451,-0.50761,0.45225,-1.27309,0.42941,0.41613,-0.86612,0.183,1.136,-0.256,0.037,0.989,-0.110,0.037,0.403,-0.037,-0.110,0.110,-0.256,-0.9998
21.1400,-0.40788,-0.05834,-0.68240,0.57572,-0.04880,-0.97448,-0.51064,0.41664,-1.26811,0.42978,0.38304,-0.86612,-0.40609,-0.00740,-0.68641,0.57436,0.00400,-0.97451,-0.50761,0.45427,-1.27309,0.42941,0.41815,-0.86612,0.183,1.136,-0.256,0.037,0.989,-0.110,0.037,0.330,-0.037,-0.110,0.110,-0.256,-0.9998
21.1450,-0.40773,-0.05702,-0.68240,0.57582,-0.04766,-0.97439,-0.51072,0.41872,-1.26819,0.42963,0.38648,-0.86612,-0.40609,-0.00544,-0.68641,0.57436,0.00596,-0.97451,-0.50761,0.45623,-1.27309,0.42941,0.42011,-0.86612,0.037,1.136,-0.256,0.037,0.989,-0.110,-0.037,0.403,-0.037,-0.110,0.110,-0.110,-0.9998
21.1500,-0.40751,-0.05585,-0.68240,0.57582,-0.04723,-0.97439,-0.51083,0.41971,-1.26819,0.42952,0.39002,-0.86612,-0.40609,-0.00354,-0.68641,0.57436,0.00786,-0.97451,-0.50761,0.45813,-1.27309,0.42941,0.42201,-0.86612,0.110,1.209,-0.256,0.037,0.989,-0.110,0.037,0.476,-0.037,-0.183,0.037,-0.037,-0.9998
21.1550,-0.40733,-0.05483,-0.68240,0.57572,-0.04565,-0.97448,-0.51083,0.42413,-1.26822,0.42952,0.39218,-0.86612,-0.40609,-0.00170,-0.68641,0.57436,0.00970,-0.97451,-0.50761,0.45997,-1.27309,0.42941,0.42385,-0.86612,0.037,1.282,-0.256,0.037,1.209,-0.110,0.037,0.330,-0.037,-0.110,0.037,-0.037,-0.9998
21.1600,-0.40707,-0.05373,-0.68240,0.57572,-0.04434,-0.97448,-0.51083,0.42611,-1.26819,0.42956,0.39368,-0.86612,-0.40609,0.00007,-0.68641,0.57436,0.01148,-0.97451,-0.50761,0.46174,-1.27309,0.42941,0.42562,-0.86612,0.037,1.282,-0.256,0.037,1.136,-0.110,-0.037,0.330,-0.037,-0.110,0.110,-0.037,-0.9998
21.1650,-0.40697,-0.05271,-0.68240,0.57572,-0.04328,-0.97448,-0.51083,0.42954,-1.26819,0.42956,0.39704,-0.86612,-0.40609,0.00179,-0.68641,0.57436,0.01319,-0.97451,-0.50761,0.46346,-1.27309,0.42941,0.42734,-0.86612,0.037,1.355,-0.256,0.037,1.209,-0.110,-0.037,0.403,-0.037,-0.037,0.037,-0.037,-0.9998
21.1700,-0.40697,-0.05187,-0.68240,0.57582,-0.04284,-0.97445,-0.51064,0.43210,-1.26819,0.42956,0.39986,-0.86612,-0.40609,0.00344,-0.68641,0.57436,0.01485,-0.97451,-0.50761,0.46511,-1.27309,0.42941,0.42899,-0.86612,0.183,1.355,-0.256,0.037,1.209,-0.110,-0.037,0.403,-0.037,-0.110,0.037,-0.037,-0.9998
21.1750,-0.40686,-0.05081,-0.68240,0.57572,-0.04145,-0.97442,-0.51064,0.43397,-1.26817,0.42952,0.40033,-0.86607,-0.40609,0.00503,-0.68641,0.57436,0.01643,-0.97451,-0.50761,0.46670,-1.27309,0.42941,0.43058,-0.86612,0.110,1.429,-0.256,0.037,1.282,-0.110,-0.037,0.403,-0.110,-0.183,0.110,-0.037,-0.9998
21.1800,-0.40686,-0.05008,-0.68240,0.57582,-0.04043,-0.97442,-0.51057,0.43605,-1.26819,0.42959,0.40307,-0.86601,-0.40609,0.00655,-0.68641,0.57436,0.01795,-0.97451,-0.50761,0.46821,-1.27309,0.42941,0.43209,-0.86612,0.110,1.429,-0.256,0.037,1.355,-0.110,-0.037,0.476,-0.110,-0.110,0.183,-0.037,-0.9998
21.1850,-0.40678,-0.04945,-0.68226,0.57582,-0.03955,-0.97439,-0.51057,0.43736,-1.26819,0.42963,0.40567,-0.86612,-0.40609,0.00800,-0.68641,0.57436,0.01940,-0.97451,-0.50761,0.46967,-1.27309,0.42941,0.43354,-0.86612,0.110,1.502,-0.110,0.037,1.355,-0.110,0.037,0.403,-0.110,-0.110,0.183,-0.110,-0.9998
21.1900,-0.40678,-0.04876,-0.68226,0.57582,-0.03929,-0.97439,-0.51050,0.43916,-1.26819,0.42963,0.40794,-0.86612,-0.40609,0.00938,-0.68641,0.57436,0.02078,-0.97451,-0.50761,0.47105,-1.27309,0.42941,0.43493,-0.86612,0.037,1.575,-0.037,0.037,1.355,-0.110,-0.037,0.330,-0.037,-0.110,0.110,-0.256,-0.9998
21.1950,-0.40678,-0.04832,-0.68226,0.57582,-0.03860,-0.97442,-0.51042,0.44204,-1.26819,0.42963,0.40830,-0.86607,-0.40609,0.01069,-0.68641,0.57436,0.02209,-0.97451,-0.50761,0.47236,-1.27309,0.42941,0.43624,-0.86612,0.183,1.575,-0.037,0.037,1.429,-0.110,-0.037,0.476,-0.037,-0.110,0.183,-0.110,-0.9998
21.2000,-0.40675,-0.04770,-0.68226,0.57582,-0.03816,-0.97442,-0.51050,0.44387,-1.26817,0.42963,0.41053,-0.86612,-0.40609,0.01193,-0.68641,0.57436,0.02333,-0.97451,-0.50761,0.47360,-1.27309,0.42941,0.43748,-0.86612,0.110,1.648,0.037,0.037,1.575,-0.110,0.037,0.403,-0.037,-0.110,0.110,-0.110,-0.9998
21.2050,-0.40678,-0.04723,-0.68226,0.57582,-0.03747,-0.97439,-0.51039,0.44497,-1.26817,0.42959,0.41338,-0.86609,-0.40609,0.01310,-0.68641,0.57436,0.02450,-0.97451,-0.50761,0.47477,-1.27309,0.42941,0.43865,-0.86612,0.110,1.722,-0.256,0.037,1.575,-0.110,-0.037,0.476,-0.037,-0.037,0.110,-0.037,-0.9998
21.2100,-0.40678,-0.04679,-0.68226,0.57582,-0.03728,-0.97445,-0.51035,0.44629,-1.26817,0.42959,0.41514,-0.86612,-0.40609,0.01419,-0.68641,0.57436,0.02559,-0.97451,-0.50761,0.47586,-1.27309,0.42941,0.43974,-0.86612,0.183,1.722,0.110,0.037,1.575,-0.110,-0.037,0.476,-0.037,-0.110,0.183,-0.256,-0.9998
21.2150,-0.40675,-0.04653,-0.68226,0.57582,-0.03684,-0.97448,-0.51042,0.44841,-1.26817,0.42956,0.41576,-0.86607,-0.40609,0.01521,-0.68641,0.57436,0.02661,-0.97451,-0.50761,0.47688,-1.27309,0.42941,0.44076,-0.86612,0.183,1.795,0.110,0.037,1.648,-0.110,-0.037,0.476,-0.037,-0.183,0.110,-0.256,-0.9998
21.2200,-0.40678,-0.04613,-0.68226,0.57572,-0.03626,-0.97442,-0.51039,0.45034,-1.26817,0.42963,0.41766,-0.86612,-0.40609,0.01616,-0.68641,0.57436,0.02756,-0.97451,-0.50761,0.47783,-1.27309,0.42941,0.44170,-0.86612,0.110,1.795,-0.037,0.037,1.648,-0.110,-0.037,0.476,-0.037,-0.110,0.256,0.037,-0.9998
21.2250,-0.40678,-0.04576,-0.68226,0.57582,-0.03589,-0.97442,-0.51039,0.45210,-1.26817,0.42963,0.41971,-0.86607,-0.40609,0.01703,-0.68641,0.57436,0.02843,-0.97451,-0.50761,0.47869,-1.27309,0.42941,0.44257,-0.86612,0.110,1.795,-0.110,0.037,1.648,-0.110,-0.037,0.476,-0.037,-0.110,0.183,-0.110,-0.9998
21.2300,-0.40671,-0.04540,-0.68226,0.57582,-0.03564,-0.97439,-0.51039,0.45272,-1.26819,0.42959,0.42132,-0.86601,-0.40609,0.01782,-0.68641,0.57436,0.02922,-0.97451,-0.50761,0.47949,-1.27309,0.42941,0.44337,-0.86612,0.183,1.795,-0.110,0.037,1.722,-0.110,-0.037,0.476,-0.110,-0.110,0.183,-0.037,-0.9998
21.2350,-0.40678,-0.04500,-0.68231,0.57582,-0.03512,-0.97448,-0.51046,0.45469,-1.26822,0.42956,0.42245,-0.86612,-0.40609,0.01853,-0.68641,0.57436,0.02994,-0.97451,-0.50761,0.48020,-1.27309,0.42941,0.44408,-0.86612,0.037,1.868,0.037,0.037,1.722,-0.110,-0.037,0.403,-0.110,-0.110,0.183,-0.256,-0.9998
21.2400,-0.40671,-0.04456,-0.68234,0.57582,-0.03469,-0.97445,-0.51042,0.45656,-1.26822,0.42956,0.42318,-0.86612,-0.40609,0.01917,-0.68641,0.57436,0.03058,-0.97451,-0.50761,0.48084,-1.27309,0.42941,0.44472,-0.86612,0.183,1.868,0.110,0.037,1.722,-0.110,-0.037,0.403,-0.110,-0.110,0.183,-0.183,-0.9998
21.2450,-0.40667,-0.04416,-0.68226,0.57572,-0.03458,-0.97439,-0.51050,0.45740,-1.26817,0.42959,0.42457,-0.86612,-0.40609,0.01973,-0.68641,0.57436,0.03114,-0.97451,-0.50761,0.48140,-1.27309,0.42941,0.44528,-0.86612,0.183,1.868,-0.110,0.037,1.722,-0.110,-0.037,0.476,-0.037,-0.110,0.256,-0.110,-0.9998
21.2500,-0.40667,-0.04386,-0.68226,0.57572,-0.03418,-0.97445,-0.51050,0.45868,-1.26822,0.42952,0.42526,-0.86607,-0.40609,0.02021,-0.68641,0.57436,0.03162,-0.97451,-0.50761,0.48188,-1.27309,0.42941,0.44576,-0.86612,0.183,1.941,-0.110,0.110,1.722,-0.110,-0.037,0.403,-0.037,-0.110,0.183,-0.037,-0.9998
21.2550,-0.40671,-0.04350,-0.68226,0.57582,-0.03374,-0.97442,-0.51050,0.45948,-1.26822,0.42959,0.42643,-0.86607,-0.40609,0.02062,-0.68641,0.57436,0.03202,-0.97451,-0.50761,0.48229,-1.27309,0.42941,0.44617,-0.86612,0.183,1.941,0.110,0.037,1.722,-0.110,-0.037,0.476,-0.037,-0.110,0.183,-0.256,-0.9998
21.2600,-0.40671,-0.04324,-0.68226,0.57582,-0.03337,-0.97442,-0.51042,0.46036,-1.26822,0.42952,0.42757,-0.86601,-0.40609,0.02094,-0.68641,0.57436,0.03235,-0.97451,-0.50761,0.48261,-1.27309,0.42941,0.44649,-0.86612,0.110,1.941,0.037,0.037,1.795,-0.110,-0.037,0.476,-0.037,-0.110,0.183,-0.037,-0.9998
21.2650,-0.40667,-0.04288,-0.68217,0.57582,-0.03319,-0.97439,-0.51050,0.46204,-1.26819,0.42952,0.42771,-0.86601,-0.40609,0.02118,-0.68641,0.57436,0.03259,-0.97451,-0.50761,0.48285,-1.27309,0.42941,0.44673,-0.86612,0.110,1.868,0.110,0.037,1.795,-0.110,0.037,0.476,-0.110,-0.110,0.183,-0.110,-0.9998
21.2700,-0.40675,-0.04266,-0.68217,0.57568,-0.03286,-0.97448,-0.51050,0.46292,-1.26822,0.42934,0.42888,-0.86612,-0.40609,0.02135,-0.68641,0.57436,0.03275,-0.97451,-0.50761,0.48302,-1.27309,0.42941,0.44690,-0.86612,0.037,2.015,0.110,0.037,1.795,-0.110,-0.037,0.403,-0.110,-0.110,0.256,-0.110,-0.9998
21.2750,-0.40671,-0.04240,-0.68217,0.57582,-0.03260,-0.97442,-0.51042,0.46365,-1.26822,0.42923,0.42998,-0.86609,-0.40609,0.02143,-0.68641,0.57436,0.03284,-0.97451,-0.50761,0.48310,-1.27309,0.42941,0.44698,-0.86612,0.183,1.941,0.110,0.037,1.795,-0.110,-0.037,0.403,-0.110,-0.037,0.256,-0.037,-0.9998
21.2800,-0.40678,-0.04214,-0.68217,0.57582,-0.03249,-0.97442,-0.51042,0.46453,-1.26822,0.42916,0.43089,-0.86601,-0.40609,0.02144,-0.68641,0.57436,0.03284,-0.97451,-0.50761,0.48311,-1.27309,0.42941,0.44699,-0.86612,0.183,2.015,-0.037,0.037,1.795,-0.110,-0.037,0.330,-0.110,-0.037,0.256,0.037,-0.9998
21.2850,-0.40671,-0.04192,-0.68217,0.57582,-0.03224,-0.97445,-0.51042,0.46581,-1.26822,0.42912,0.43104,-0.86609,-0.40609,0.02136,-0.68641,0.57436,0.03277,-0.97451,-0.50761,0.48303,-1.27309,0.42941,0.44691,-0.86612,0.110,1.941,-0.037,0.037,1.795,-0.110,-0.037,0.403,-0.110,-0.110,0.183,-0.037,-0.9998
21.2900,-0.40671,-0.04185,-0.68211,0.57582,-0.03224,-0.97439,-0.51050,0.46581,-1.26822,0.42897,0.43184,-0.86601,-0.40609,0.02121,-0.68641,0.57436,0.03261,-0.97451,-0.50761,0.48288,-1.27309,0.42941,0.44676,-0.86612,0.183,1.941,-0.110,0.037,1.795,-0.110,-0.037,0.403,-0.110,-0.037,0.256,-0.183,-0.9998
21.2950,-0.40667,-0.04163,-0.68211,0.57582,-0.03198,-0.97442,-0.51042,0.46701,-1.26822,0.42894,0.43254,-0.86601,-0.40609,0.02097,-0.68641,0.57436,0.03238,-0.97451,-0.50761,0.48264,-1.27309,0.42941,0.44652,-0.86612,0.037,1.941,0.110,0.110,1.795,-0.110,-0.037,0.403,-0.110,-0.110,0.183,0.037,-0.9998
21.3000,-0.40678,-0.04149,-0.68211,0.57582,-0.03191,-0.97445,-0.51042,0.46815,-1.26822,0.42879,0.43261,-0.86601,-0.40609,0.02066,-0.68641,0.57436,0.03206,-0.97451,-0.50761,0.48233,-1.27309,0.42941,0.44621,-0.86612,0.110,1.941,0.110,0.037,1.795,-0.037,-0.037,0.403,-0.110,-0.037,0.256,-0.110,-0.9998
21.3050,-0.40678,-0.04149,-0.68211,0.57582,-0.03191,-0.97445,-0.51042,0.46815,-1.26822,0.42879,0.43261,-0.86601,-0.40609,0.02026,-0.68641,0.57436,0.03167,-0.97451,-0.50761,0.48193,-1.27309,0.42941,0.44581,-0.86612,0.110,1.941,0.110,0.037,1.795,-0.037,-0.037,0.403,-0.110,-0.037,0.256,-0.110,-0.9998
21.3100,-0.40667,-0.04134,-0.68203,0.57582,-0.03180,-0.97442,-0.51042,0.46888,-1.26822,0.42875,0.43363,-0.86609,-0.40609,0.01979,-0.68641,0.57436,0.03119,-0.97451,-0.50761,0.48146,-1.27309,0.42941,0.44534,-0.86612,0.110,1.941,-0.110,0.037,1.795,-0.110,-0.037,0.403,-0.110,-0.110,0.256,-0.256,-0.9998
21.3150,-0.40671,-0.04134,-0.68203,0.57582,-0.03173,-0.97439,-0.51046,0.46950,-1.26822,0.42879,0.43382,-0.86612,-0.40609,0.01924,-0.68641,0.57436,0.03064,-0.97451,-0.50761,0.48091,-1.27309,0.42941,0.44479,-0.86612,0.037,2.015,-0.110,0.037,1.795,-0.037,0.037,0.403,-0.110,-0.037,0.183,-0.110,-0.9998
21.3200,-0.40671,-0.04127,-0.68203,0.57582,-0.03165,-0.97442,-0.51042,0.46990,-1.26822,0.42875,0.43400,-0.86612,-0.40609,0.01861,-0.68641,0.57436,0.03001,-0.97451,-0.50761,0.48028,-1.27309,0.42941,0.44416,-0.86612,0.183,1.941,-0.110,0.037,1.795,-0.037,-0.037,0.403,-0.110,-0.037,0.256,-0.037,-0.9998
21.3250,-0.40667,-0.04127,-0.68197,0.57582,-0.03165,-0.97442,-0.51039,0.47023,-1.26822,0.42875,0.43396,-0.86601,-0.40609,0.01790,-0.68641,0.57436,0.02931,-0.97451,-0.50761,0.47957,-1.27309,0.42941,0.44345,-0.86612,0.183,1.941,-0.256,0.037,1.795,-0.110,-0.037,0.403,-0.110,-0.037,0.256,-0.110,-0.9998
21.3300,-0.40667,-0.04141,-0.68197,0.57586,-0.03165,-0.97439,-0.51039,0.47019,-1.26822,0.42868,0.43400,-0.86609,-0.40609,0.01712,-0.68641,0.57436,0.02852,-0.97451,-0.50761,0.47879,-1.27309,0.42941,0.44267,-0.86612,0.037,1.868,-0.110,0.037,1.795,-0.110,-0.037,0.403,0.037,-0.037,0.256,0.037,-0.9998
21.3350,-0.40678,-0.04141,-0.68197,0.57582,-0.03165,-0.97445,-0.51042,0.47019,-1.26831,0.42868,0.43389,-0.86612,-0.40609,0.01626,-0.68641,0.57436,0.02766,-0.97451,-0.50761,0.47793,-1.27309,0.42941,0.44181,-0.86612,0.037,1.941,-0.110,0.037,1.722,-0.110,-0.037,0.403,-0.037,-0.037,0.183,-0.110,-0.9998
21.3400,-0.40675,-0.04134,-0.68203,0.57582,-0.03165,-0.97448,-0.51039,0.47012,-1.26828,0.42868,0.43382,-0.86601,-0.40609,0.01532,-0.68641,0.57436,0.02672,-0.97451,-0.50761,0.47699,-1.27309,0.42941,0.44087,-0.86612,0.037,1.868,0.183,0.037,1.722,-0.110,-0.037,0.403,-0.037,-0.110,0.183,-0.183,-0.9998
21.3450,-0.40667,-0.04149,-0.68203,0.57582,-0.03173,-0.97442,-0.51046,0.46997,-1.26822,0.42879,0.43363,-0.86601,-0.40609,0.01431,-0.68641,0.57436,0.02571,-0.97451,-0.50761,0.47598,-1.27309,0.42941,0.43986,-0.86612,0.037,1.868,-0.110,0.037,1.722,-0.110,-0.037,0.403,-0.037,-0.037,0.183,0.037,-0.9998
21.3500,-0.40671,-0.04149,-0.68197,0.57572,-0.03173,-0.97439,-0.51039,0.46972,-1.26831,0.42864,0.43345,-0.86601,-0.40609,0.01322,-0.68641,0.57436,0.02463,-0.97451,-0.50761,0.47489,-1.27309,0.42941,0.43877,-0.86612,0.183,1.868,-0.183,0.110,1.722,-0.110,0.037,0.330,-0.037,-0.110,0.183,-0.110,-0.9998
21.3550,-0.40667,-0.04152,-0.68197,0.57582,-0.03173,-0.97439,-0.51039,0.46935,-1.26822,0.42864,0.43338,-0.86609,-0.40609,0.01206,-0.68641,0.57436,0.02347,-0.97451,-0.50761,0.47373,-1.27309,0.42941,0.43761,-0.86612,0.110,1.795,-0.037,0.037,1.648,-0.037,-0.037,0.403,-0.037,-0.037,0.183,-0.110,-0.9998
21.3600,-0.40671,-0.04152,-0.68203,0.57582,-0.03180,-0.97431,-0.51039,0.46924,-1.26822,0.42864,0.43298,-0.86601,-0.40609,0.01083,-0.68641,0.57436,0.02223,-0.97451,-0.50761,0.47250,-1.27309,0.42941,0.43638,-0.86612,0.110,1.795,-0.110,0.037,1.648,-0.110,-0.037,0.330,-0.110,-0.110,0.183,-0.330,-0.9998
21.3650,-0.40667,-0.04156,-0.68197,0.57582,-0.03180,-0.97439,-0.51042,0.46891,-1.26831,0.42864,0.43298,-0.86601,-0.40609,0.00953,-0.68641,0.57436,0.02093,-0.97451,-0.50761,0.47120,-1.27309,0.42941,0.43508,-0.86612,0.183,1.795,-0.110,0.037,1.648,-0.037,-0.037,0.403,-0.037,-0.037,0.183,0.037,-0.9998
21.3700,-0.40675,-0.04163,-0.68197,0.57582,-0.03180,-0.97448,-0.51039,0.46869,-1.26819,0.42868,0.43269,-0.86601,-0.40609,0.00815,-0.68641,0.57436,0.01956,-0.97451,-0.50761,0.46982,-1.27309,0.42941,0.43370,-0.86612,0.110,1.722,-0.256,0.037,1.575,-0.183,-0.037,0.256,-0.037,-0.110,0.183,-0.110,-0.9998
21.3750,-0.40667,-0.04170,-0.68197,0.57582,-0.03191,-0.97439,-0.51039,0.46848,-1.26822,0.42864,0.43269,-0.86601,-0.40609,0.00671,-0.68641,0.57436,0.01811,-0.97451,-0.50761,0.46838,-1.27309,0.42941,0.43226,-0.86612,0.037,1.722,-0.256,0.037,1.575,-0.037,-0.037,0.330,-0.037,-0.110,0.183,0.037,-0.9998
21.3800,-0.40667,-0.04174,-0.68197,0.57582,-0.03198,-0.97439,-0.51039,0.46826,-1.26822,0.42868,0.43225,-0.86607,-0.40609,0.00520,-0.68641,0.57436,0.01660,-0.97451,-0.50761,0.46687,-1.27309,0.42941,0.43075,-0.86612,0.110,1.648,-0.256,0.037,1.502,-0.110,-0.037,0.330,-0.037,-0.037,0.183,-0.256,-0.9998
21.3850,-0.40667,-0.04185,-0.68197,0.57572,-0.03198,-0.97439,-0.51039,0.46774,-1.26822,0.42864,0.43159,-0.86612,-0.40609,0.00362,-0.68641,0.57436,0.01502,-0.97451,-0.50761,0.46529,-1.27309,0.42941,0.42917,-0.86612,0.110,1.648,-0.256,0.037,1.502,-0.110,-0.037,0.330,-0.037,-0.037,0.037,-0.037,-0.9998
21.3900,-0.40667,-0.04189,-0.68197,0.57582,-0.03206,-0.97442,-0.51039,0.46738,-1.26822,0.42864,0.43115,-0.86601,-0.40609,0.00198,-0.68641,0.57436,0.01338,-0.97451,-0.50761,0.46365,-1.27309,0.42941,0.42753,-0.86612,0.183,1.575,0.110,0.037,1.502,-0.110,-0.037,0.256,-0.037,-0.037,0.037,-0.256,-0.9998
21.3950,-0.40675,-0.04218,-0.68197,0.57582,-0.03231,-0.97439,-0.51039,0.46672,-1.26822,0.42868,0.43104,-0.86609,-0.40609,0.00027,-0.68641,0.57436,0.01167,-0.97451,-0.50761,0.46194,-1.27309,0.42941,0.42582,-0.86612,0.037,1.502,0.110,0.037,1.355,-0.110,-0.037,0.183,-0.037,-0.037,0.037,-0.183,-0.9998
21.4000,-0.40671,-0.04233,-0.68188,0.57582,-0.03260,-0.97439,-0.51039,0.46628,-1.26822,0.42868,0.42991,-0.86612,-0.40609,-0.00150,-0.68641,0.57436,0.00990,-0.97451,-0.50761,0.46017,-1.27309,0.42941,0.42405,-0.86612,0.037,1.502,-0.110,0.037,1.355,-0.110,-0.037,0.183,-0.037,-0.110,0.037,-0.110,-0.9998
21.4050,-0.40667,-0.04247,-0.68197,0.57582,-0.03279,-0.97442,-0.51042,0.46563,-1.26822,0.42868,0.42921,-0.86607,-0.40609,-0.00334,-0.68641,0.57436,0.00807,-0.97451,-0.50761,0.45833,-1.27309,0.42941,0.42221,-0.86612,0.110,1.429,-0.037,0.037,1.282,-0.110,-0.037,0.183,-0.037,-0.037,-0.037,-0.037,-0.9998
21.4100,-0.40667,-0.04266,-0.68188,0.57582,-0.03304,-0.97445,-0.51039,0.46504,-1.26822,0.42861,0.42870,-0.86601,-0.40609,-0.00523,-0.68641,0.57436,0.00618,-0.97451,-0.50761,0.45644,-1.27309,0.42941,0.42032,-0.86612,0.037,1.355,-0.183,0.037,1.282,-0.110,-0.037,0.183,-0.110,-0.110,-0.037,0.037,-0.9998
21.4150,-0.40660,-0.04295,-0.68197,0.57582,-0.03330,-0.97442,-0.51039,0.46438,-1.26822,0.42861,0.42815,-0.86607,-0.40609,-0.00718,-0.68641,0.57436,0.00422,-0.97451,-0.50761,0.45449,-1.27309,0.42941,0.41837,-0.86612,0.037,1.355,-0.037,0.037,1.209,-0.110,0.037,0.110,-0.037,-0.110,-0.037,-0.037,-0.9998
21.4200,-0.40667,-0.04331,-0.68197,0.57582,-0.03344,-0.97442,-0.51024,0.46376,-1.26822,0.42868,0.42713,-0.86609,-0.40609,-0.00919,-0.68641,0.57436,0.00222,-0.97451,-0.50761,0.45248,-1.27309,0.42941,0.41636,-0.86612,0.183,1.282,-0.037,0.037,1.209,-0.110,-0.037,0.110,-0.037,-0.037,-0.037,-0.256,-0.9998
21.4250,-0.40675,-0.04357,-0.68197,0.57582,-0.03381,-0.97448,-0.51039,0.46325,-1.26822,0.42868,0.42654,-0.86612,-0.40609,-0.01125,-0.68641,0.57436,0.00015,-0.97451,-0.50761,0.45042,-1.27309,0.42941,0.41430,-0.86612,0.183,1.355,0.037,0.037,1.136,-0.037,-0.037,0.037,-0.110,-0.037,-0.110,-0.110,-0.9998
21.4300,-0.40660,-0.04379,-0.68197,0.57582,-0.03425,-0.97442,-0.51024,0.46204,-1.26822,0.42861,0.42581,-0.86607,-0.40609,-0.01337,-0.68641,0.57436,-0.00197,-0.97451,-0.50761,0.44830,-1.27309,0.42941,0.41218,-0.86612,0.110,1.282,-0.110,0.037,1.209,-0.110,-0.037,0.037,-0.037,-0.037,-0.037,-0.256,-0.9998
21.4350,-0.40667,-0.04430,-0.68197,0.57582,-0.03450,-0.97439,-0.51028,0.46153,-1.26822,0.42868,0.42501,-0.86612,-0.40609,-0.01554,-0.68641,0.57436,-0.00414,-0.97451,-0.50761,0.44613,-1.27309,0.42941,0.41001,-0.86612,0.037,1.282,-0.110,0.037,1.136,-0.110,-0.037,0.110,-0.037,-0.037,-0.037,-0.183,-0.9998
21.4400,-0.40660,-0.04456,-0.68197,0.57582,-0.03494,-0.97448,-0.51024,0.46014,-1.26822,0.42857,0.42439,-0.86607,-0.40609,-0.01776,-0.68641,0.57436,-0.00636,-0.97451,-0.50761,0.44391,-1.27309,0.42941,0.40779,-0.86612,0.037,1.355,-0.110,0.037,1.136,-0.110,-0.037,0.256,-0.037,-0.110,-0.037,-0.110,-0.9998
