t,q_FL_abad,q_FL_thigh,q_FL_calf,q_FR_abad,q_FR_thigh,q_FR_calf,q_RL_abad,q_RL_thigh,q_RL_calf,q_RR_abad,q_RR_thigh,q_RR_calf,tau_FL_abad,tau_FL_thigh,tau_FL_calf,tau_FR_abad,tau_FR_thigh,tau_FR_calf,tau_RL_abad,tau_RL_thigh,tau_RL_calf,tau_RR_abad,tau_RR_thigh,tau_RR_calf,base_z
22.4950,-0.41593,0.02647,-0.67663,0.57646,0.03679,-0.96410,-0.51637,0.47137,-1.26289,0.44078,0.43288,-0.85919,0.317,-0.426,-0.299,-0.087,-0.393,-0.315,0.263,0.082,-0.308,-0.341,0.153,-0.210,0.8500
22.5000,-0.41603,0.02555,-0.67660,0.57657,0.03586,-0.96408,-0.51637,0.47043,-1.26289,0.44078,0.43193,-0.85918,0.321,-0.427,-0.299,-0.092,-0.394,-0.316,0.263,0.082,-0.308,-0.341,0.153,-0.210,0.8500
22.5050,-0.41614,0.02454,-0.67658,0.57669,0.03486,-0.96407,-0.51637,0.46940,-1.26288,0.44078,0.43091,-0.85918,0.326,-0.427,-0.300,-0.097,-0.395,-0.316,0.263,0.082,-0.308,-0.341,0.153,-0.210,0.8500
22.5100,-0.41625,0.02346,-0.67656,0.57681,0.03378,-0.96405,-0.51637,0.46829,-1.26287,0.44078,0.42981,-0.85917,0.331,-0.427,-0.301,-0.103,-0.395,-0.317,0.263,0.083,-0.308,-0.341,0.153,-0.210,0.8500
22.5150,-0.41637,0.02230,-0.67654,0.57695,0.03262,-0.96404,-0.51637,0.46711,-1.26287,0.44078,0.42863,-0.85916,0.336,-0.427,-0.301,-0.108,-0.396,-0.317,0.263,0.084,-0.308,-0.341,0.153,-0.210,0.8500
22.5200,-0.41649,0.02106,-0.67652,0.57708,0.03139,-0.96403,-0.51637,0.46586,-1.26286,0.44078,0.42738,-0.85916,0.342,-0.426,-0.302,-0.114,-0.396,-0.318,0.263,0.084,-0.308,-0.341,0.154,-0.211,0.8500
22.5250,-0.41662,0.01975,-0.67650,0.57723,0.03008,-0.96401,-0.51637,0.46452,-1.26286,0.44078,0.42605,-0.85915,0.347,-0.426,-0.302,-0.120,-0.396,-0.318,0.263,0.085,-0.308,-0.341,0.155,-0.211,0.8500
22.5300,-0.41676,0.01836,-0.67648,0.57738,0.02870,-0.96400,-0.51637,0.46312,-1.26285,0.44078,0.42465,-0.85914,0.353,-0.425,-0.303,-0.126,-0.395,-0.319,0.263,0.087,-0.308,-0.341,0.156,-0.211,0.8500
22.5350,-0.41690,0.01690,-0.67646,0.57753,0.02725,-0.96398,-0.51637,0.46164,-1.26285,0.44078,0.42318,-0.85914,0.358,-0.424,-0.303,-0.131,-0.395,-0.319,0.263,0.088,-0.308,-0.341,0.157,-0.211,0.8500
22.5400,-0.41705,0.01537,-0.67644,0.57769,0.02573,-0.96397,-0.51637,0.46009,-1.26284,0.44078,0.42164,-0.85913,0.363,-0.423,-0.304,-0.137,-0.395,-0.319,0.263,0.089,-0.308,-0.341,0.158,-0.211,0.8500
22.5450,-0.41720,0.01377,-0.67642,0.57785,0.02414,-0.96395,-0.51637,0.45848,-1.26284,0.44078,0.42002,-0.85913,0.368,-0.422,-0.304,-0.142,-0.394,-0.320,0.263,0.090,-0.308,-0.341,0.159,-0.211,0.8500
22.5500,-0.41735,0.01210,-0.67640,0.57801,0.02249,-0.96394,-0.51637,0.45679,-1.26283,0.44078,0.41834,-0.85912,0.373,-0.422,-0.304,-0.147,-0.393,-0.320,0.263,0.092,-0.308,-0.341,0.161,-0.211,0.8500
22.5550,-0.41750,0.01037,-0.67638,0.57817,0.02076,-0.96393,-0.51637,0.45504,-1.26283,0.44078,0.41660,-0.85912,0.378,-0.421,-0.305,-0.151,-0.391,-0.320,0.263,0.093,-0.308,-0.341,0.162,-0.211,0.8500
22.5600,-0.41765,0.00858,-0.67637,0.57832,0.01897,-0.96392,-0.51637,0.45323,-1.26283,0.44078,0.41479,-0.85912,0.382,-0.421,-0.305,-0.156,-0.390,-0.321,0.263,0.094,-0.308,-0.341,0.164,-0.211,0.8500
22.5650,-0.41780,0.00673,-0.67635,0.57848,0.01710,-0.96390,-0.51637,0.45136,-1.26283,0.44078,0.41292,-0.85912,0.386,-0.421,-0.305,-0.159,-0.387,-0.321,0.263,0.095,-0.308,-0.341,0.165,-0.211,0.8500
22.5700,-0.41794,0.00482,-0.67634,0.57863,0.01518,-0.96389,-0.51637,0.44943,-1.26283,0.44078,0.41098,-0.85911,0.389,-0.421,-0.305,-0.163,-0.385,-0.321,0.263,0.097,-0.308,-0.341,0.166,-0.210,0.8500
22.5750,-0.41808,0.00286,-0.67633,0.57877,0.01319,-0.96388,-0.51637,0.44744,-1.26283,0.44078,0.40899,-0.85911,0.392,-0.421,-0.305,-0.166,-0.383,-0.321,0.263,0.098,-0.308,-0.341,0.168,-0.210,0.8500
22.5800,-0.41822,0.00084,-0.67631,0.57891,0.01114,-0.96387,-0.51637,0.44539,-1.26283,0.44078,0.40695,-0.85911,0.395,-0.421,-0.306,-0.168,-0.380,-0.321,0.263,0.099,-0.308,-0.341,0.169,-0.210,0.8500
22.5850,-0.41835,-0.00123,-0.67630,0.57904,0.00904,-0.96387,-0.51637,0.44329,-1.26283,0.44078,0.40485,-0.85911,0.398,-0.422,-0.306,-0.170,-0.378,-0.321,0.263,0.100,-0.308,-0.341,0.171,-0.210,0.8500
22.5900,-0.41846,-0.00336,-0.67630,0.57914,0.00689,-0.96386,-0.51637,0.44115,-1.26283,0.44078,0.40269,-0.85912,0.397,-0.417,-0.305,-0.165,-0.380,-0.322,0.263,0.101,-0.307,-0.341,0.172,-0.210,0.8500
22.5950,-0.41855,-0.00556,-0.67630,0.57921,0.00471,-0.96385,-0.51637,0.43895,-1.26283,0.44078,0.40049,-0.85912,0.395,-0.411,-0.304,-0.160,-0.383,-0.322,0.263,0.102,-0.307,-0.341,0.173,-0.210,0.8500
22.6000,-0.41863,-0.00783,-0.67630,0.57925,0.00249,-0.96384,-0.51637,0.43670,-1.26283,0.44078,0.39824,-0.85912,0.393,-0.406,-0.303,-0.155,-0.386,-0.322,0.263,0.103,-0.307,-0.341,0.174,-0.209,0.8500
22.6050,-0.41869,-0.01015,-0.67630,0.57927,0.00023,-0.96383,-0.51637,0.43441,-1.26284,0.44078,0.39594,-0.85912,0.391,-0.401,-0.302,-0.152,-0.388,-0.322,0.263,0.104,-0.307,-0.341,0.175,-0.209,0.8500
22.6100,-0.41873,-0.01253,-0.67631,0.57929,-0.00206,-0.96382,-0.51637,0.43207,-1.26284,0.44078,0.39360,-0.85913,0.389,-0.396,-0.301,-0.150,-0.390,-0.323,0.263,0.105,-0.307,-0.341,0.177,-0.209,0.8500
22.6150,-0.41876,-0.01497,-0.67632,0.57929,-0.00439,-0.96381,-0.51637,0.42970,-1.26284,0.44078,0.39122,-0.85913,0.386,-0.391,-0.300,-0.149,-0.392,-0.323,0.263,0.105,-0.307,-0.341,0.178,-0.209,0.8500
22.6200,-0.41877,-0.01745,-0.67633,0.57930,-0.00675,-0.96380,-0.51637,0.42728,-1.26285,0.44078,0.38880,-0.85913,0.384,-0.387,-0.300,-0.149,-0.393,-0.323,0.263,0.106,-0.306,-0.341,0.178,-0.209,0.8500
22.6250,-0.41878,-0.01997,-0.67634,0.57930,-0.00915,-0.96380,-0.51637,0.42483,-1.26285,0.44078,0.38634,-0.85914,0.383,-0.382,-0.299,-0.148,-0.394,-0.323,0.263,0.106,-0.306,-0.341,0.179,-0.208,0.8500
22.6300,-0.41879,-0.02253,-0.67636,0.57930,-0.01158,-0.96379,-0.51637,0.42235,-1.26286,0.44078,0.38384,-0.85914,0.382,-0.378,-0.298,-0.148,-0.395,-0.323,0.263,0.107,-0.306,-0.341,0.180,-0.208,0.8500
22.6350,-0.41879,-0.02514,-0.67638,0.57930,-0.01405,-0.96378,-0.51637,0.41983,-1.26286,0.44078,0.38132,-0.85915,0.382,-0.374,-0.296,-0.148,-0.396,-0.323,0.263,0.107,-0.306,-0.341,0.181,-0.208,0.8500
22.6400,-0.41879,-0.02777,-0.67640,0.57929,-0.01655,-0.96378,-0.51637,0.41727,-1.26287,0.44079,0.37876,-0.85916,0.382,-0.371,-0.295,-0.148,-0.397,-0.323,0.263,0.108,-0.306,-0.341,0.182,-0.208,0.8500
22.6450,-0.41880,-0.03044,-0.67643,0.57929,-0.01909,-0.96377,-0.51637,0.41470,-1.26287,0.44079,0.37617,-0.85916,0.381,-0.368,-0.294,-0.148,-0.397,-0.324,0.263,0.108,-0.305,-0.341,0.182,-0.207,0.8500
22.6500,-0.41880,-0.03313,-0.67645,0.57929,-0.02165,-0.96376,-0.51637,0.41209,-1.26288,0.44079,0.37356,-0.85917,0.381,-0.365,-0.293,-0.147,-0.397,-0.324,0.263,0.108,-0.305,-0.341,0.183,-0.207,0.8500
22.6550,-0.41880,-0.03584,-0.67648,0.57929,-0.02424,-0.96376,-0.51637,0.40946,-1.26288,0.44079,0.37092,-0.85918,0.381,-0.363,-0.291,-0.147,-0.397,-0.324,0.263,0.109,-0.305,-0.341,0.183,-0.207,0.8500
22.6600,-0.41880,-0.03858,-0.67651,0.57929,-0.02686,-0.96375,-0.51637,0.40681,-1.26289,0.44079,0.36825,-0.85918,0.381,-0.360,-0.290,-0.147,-0.397,-0.324,0.263,0.109,-0.305,-0.341,0.184,-0.206,0.8500
22.6650,-0.41880,-0.04133,-0.67654,0.57929,-0.02950,-0.96375,-0.51637,0.40413,-1.26289,0.44079,0.36557,-0.85919,0.381,-0.358,-0.289,-0.147,-0.397,-0.323,0.263,0.109,-0.305,-0.341,0.184,-0.206,0.8500
22.6700,-0.41879,-0.04410,-0.67658,0.57929,-0.03217,-0.96375,-0.51637,0.40144,-1.26290,0.44079,0.36287,-0.85920,0.381,-0.357,-0.288,-0.147,-0.396,-0.323,0.263,0.109,-0.304,-0.341,0.185,-0.206,0.8500
22.6750,-0.41879,-0.04688,-0.67661,0.57928,-0.03486,-0.96375,-0.51637,0.39873,-1.26291,0.44079,0.36016,-0.85921,0.381,-0.355,-0.287,-0.147,-0.396,-0.323,0.263,0.109,-0.304,-0.341,0.185,-0.206,0.8500
22.6800,-0.41879,-0.04967,-0.67664,0.57928,-0.03756,-0.96375,-0.51637,0.39601,-1.26291,0.44079,0.35743,-0.85921,0.381,-0.354,-0.286,-0.147,-0.395,-0.323,0.263,0.110,-0.304,-0.341,0.185,-0.205,0.8500
22.6850,-0.41879,-0.05247,-0.67667,0.57928,-0.04028,-0.96375,-0.51637,0.39327,-1.26292,0.44079,0.35468,-0.85922,0.381,-0.353,-0.285,-0.147,-0.394,-0.323,0.263,0.110,-0.304,-0.341,0.186,-0.205,0.8500
22.6900,-0.41879,-0.05527,-0.67670,0.57928,-0.04302,-0.96375,-0.51637,0.39053,-1.26293,0.44079,0.35193,-0.85923,0.381,-0.353,-0.284,-0.147,-0.394,-0.322,0.263,0.110,-0.303,-0.341,0.186,-0.205,0.8500
22.6950,-0.41879,-0.05808,-0.67673,0.57928,-0.04577,-0.96375,-0.51637,0.38778,-1.26293,0.44079,0.34917,-0.85924,0.381,-0.352,-0.284,-0.147,-0.393,-0.322,0.263,0.110,-0.303,-0.341,0.186,-0.204,0.8500
22.7000,-0.41879,-0.06088,-0.67676,0.57928,-0.04852,-0.96375,-0.51637,0.38502,-1.26294,0.44079,0.34641,-0.85925,0.381,-0.352,-0.283,-0.147,-0.392,-0.322,0.263,0.110,-0.303,-0.341,0.186,-0.204,0.8500
22.7050,-0.41879,-0.06369,-0.67679,0.57928,-0.05129,-0.96376,-0.51637,0.38226,-1.26295,0.44079,0.34364,-0.85926,0.381,-0.352,-0.282,-0.147,-0.391,-0.321,0.263,0.110,-0.303,-0.341,0.186,-0.204,0.8500
22.7100,-0.41879,-0.06649,-0.67682,0.57927,-0.05406,-0.96376,-0.51637,0.37950,-1.26296,0.44079,0.34087,-0.85926,0.381,-0.352,-0.281,-0.147,-0.390,-0.321,0.263,0.110,-0.302,-0.341,0.186,-0.204,0.8500
22.7150,-0.41879,-0.06928,-0.67685,0.57927,-0.05683,-0.96377,-0.51637,0.37673,-1.26296,0.44079,0.33810,-0.85927,0.381,-0.352,-0.281,-0.147,-0.389,-0.321,0.263,0.110,-0.302,-0.341,0.187,-0.203,0.8500
22.7200,-0.41879,-0.07207,-0.67688,0.57927,-0.05960,-0.96378,-0.51637,0.37398,-1.26297,0.44079,0.33534,-0.85928,0.381,-0.352,-0.280,-0.147,-0.388,-0.320,0.263,0.110,-0.302,-0.341,0.187,-0.203,0.8500
22.7250,-0.41879,-0.07485,-0.67690,0.57927,-0.06237,-0.96378,-0.51637,0.37122,-1.26298,0.44079,0.33258,-0.85929,0.381,-0.353,-0.279,-0.147,-0.387,-0.320,0.263,0.110,-0.301,-0.341,0.187,-0.203,0.8500
22.7300,-0.41879,-0.07762,-0.67693,0.57927,-0.06513,-0.96379,-0.51637,0.36848,-1.26299,0.44079,0.32983,-0.85930,0.381,-0.353,-0.279,-0.147,-0.386,-0.319,0.263,0.110,-0.301,-0.341,0.187,-0.202,0.8500
22.7350,-0.41879,-0.08037,-0.67695,0.57927,-0.06789,-0.96380,-0.51637,0.36574,-1.26300,0.44079,0.32709,-0.85931,0.381,-0.353,-0.278,-0.147,-0.385,-0.319,0.263,0.110,-0.301,-0.341,0.187,-0.202,0.8500
22.7400,-0.41879,-0.08311,-0.67698,0.57927,-0.07064,-0.96381,-0.51638,0.36301,-1.26301,0.44079,0.32435,-0.85932,0.381,-0.354,-0.278,-0.147,-0.384,-0.318,0.263,0.110,-0.300,-0.341,0.187,-0.202,0.8500
22.7450,-0.41879,-0.08583,-0.67700,0.57927,-0.07337,-0.96383,-0.51638,0.36030,-1.26302,0.44079,0.32164,-0.85933,0.381,-0.354,-0.277,-0.147,-0.383,-0.318,0.263,0.109,-0.300,-0.341,0.187,-0.201,0.8500
22.7500,-0.41879,-0.08853,-0.67702,0.57927,-0.07609,-0.96384,-0.51638,0.35761,-1.26303,0.44079,0.31894,-0.85934,0.381,-0.355,-0.277,-0.147,-0.382,-0.317,0.263,0.109,-0.300,-0.341,0.187,-0.201,0.8500
22.7550,-0.41879,-0.09122,-0.67704,0.57926,-0.07879,-0.96385,-0.51638,0.35493,-1.26304,0.44079,0.31626,-0.85935,0.381,-0.355,-0.276,-0.147,-0.381,-0.317,0.263,0.109,-0.299,-0.341,0.187,-0.201,0.8500
22.7600,-0.41879,-0.09388,-0.67706,0.57926,-0.08147,-0.96387,-0.51638,0.35227,-1.26305,0.44079,0.31359,-0.85936,0.381,-0.356,-0.276,-0.147,-0.381,-0.316,0.263,0.109,-0.299,-0.341,0.187,-0.200,0.8500
22.7650,-0.41879,-0.09651,-0.67708,0.57926,-0.08413,-0.96388,-0.51638,0.34964,-1.26306,0.44079,0.31095,-0.85938,0.381,-0.356,-0.275,-0.147,-0.380,-0.315,0.263,0.109,-0.299,-0.341,0.187,-0.200,0.8500
22.7700,-0.41879,-0.09912,-0.67710,0.57926,-0.08677,-0.96390,-0.51638,0.34703,-1.26307,0.44079,0.30834,-0.85939,0.381,-0.357,-0.275,-0.147,-0.379,-0.315,0.263,0.109,-0.298,-0.341,0.187,-0.199,0.8500
22.7750,-0.41879,-0.10170,-0.67712,0.57926,-0.08938,-0.96391,-0.51638,0.34444,-1.26308,0.44079,0.30575,-0.85940,0.381,-0.357,-0.274,-0.147,-0.379,-0.314,0.263,0.109,-0.298,-0.341,0.187,-0.199,0.8500
22.7800,-0.41879,-0.10426,-0.67714,0.57926,-0.09196,-0.96393,-0.51638,0.34189,-1.26309,0.44079,0.30319,-0.85941,0.381,-0.358,-0.273,-0.147,-0.378,-0.313,0.263,0.109,-0.298,-0.341,0.187,-0.199,0.8500
22.7850,-0.41879,-0.10678,-0.67716,0.57926,-0.09451,-0.96395,-0.51638,0.33936,-1.26310,0.44079,0.30066,-0.85942,0.381,-0.358,-0.273,-0.147,-0.378,-0.313,0.263,0.108,-0.297,-0.341,0.187,-0.198,0.8500
22.7900,-0.41879,-0.10927,-0.67718,0.57926,-0.09703,-0.96396,-0.51638,0.33687,-1.26311,0.44079,0.29816,-0.85943,0.381,-0.359,-0.272,-0.147,-0.377,-0.312,0.263,0.108,-0.297,-0.341,0.187,-0.198,0.8500
22.7950,-0.41879,-0.11172,-0.67720,0.57926,-0.09951,-0.96398,-0.51638,0.33441,-1.26312,0.44079,0.29570,-0.85944,0.381,-0.359,-0.272,-0.147,-0.377,-0.312,0.263,0.108,-0.296,-0.341,0.187,-0.198,0.8500
22.8000,-0.41879,-0.11414,-0.67722,0.57926,-0.10196,-0.96400,-0.51638,0.33199,-1.26313,0.44079,0.29328,-0.85946,0.381,-0.359,-0.271,-0.147,-0.376,-0.311,0.263,0.108,-0.296,-0.341,0.186,-0.197,0.8500
22.8050,-0.41879,-0.11652,-0.67724,0.57926,-0.10436,-0.96402,-0.51638,0.32961,-1.26315,0.44079,0.29089,-0.85947,0.381,-0.359,-0.271,-0.147,-0.376,-0.310,0.263,0.108,-0.296,-0.341,0.186,-0.197,0.8500
22.8100,-0.41879,-0.11886,-0.67726,0.57925,-0.10673,-0.96404,-0.51638,0.32726,-1.26316,0.44079,0.28854,-0.85948,0.381,-0.360,-0.270,-0.147,-0.376,-0.310,0.263,0.107,-0.295,-0.341,0.186,-0.196,0.8500
22.8150,-0.41879,-0.12116,-0.67728,0.57925,-0.10905,-0.96406,-0.51638,0.32496,-1.26317,0.44079,0.28624,-0.85949,0.381,-0.360,-0.270,-0.147,-0.376,-0.309,0.263,0.107,-0.295,-0.341,0.186,-0.196,0.8500
22.8200,-0.41879,-0.12342,-0.67730,0.57925,-0.11133,-0.96408,-0.51638,0.32271,-1.26318,0.44079,0.28398,-0.85950,0.381,-0.360,-0.269,-0.147,-0.375,-0.308,0.263,0.107,-0.294,-0.341,0.186,-0.196,0.8500
22.8250,-0.41879,-0.12562,-0.67732,0.57925,-0.11356,-0.96410,-0.51638,0.32049,-1.26319,0.44079,0.28176,-0.85952,0.381,-0.360,-0.268,-0.147,-0.375,-0.308,0.263,0.106,-0.294,-0.341,0.186,-0.195,0.8500
22.8300,-0.41879,-0.12779,-0.67733,0.57925,-0.11574,-0.96412,-0.51638,0.31833,-1.26321,0.44079,0.27960,-0.85953,0.381,-0.360,-0.268,-0.147,-0.375,-0.307,0.263,0.106,-0.294,-0.341,0.186,-0.195,0.8500
22.8350,-0.41879,-0.12990,-0.67735,0.57925,-0.11787,-0.96414,-0.51638,0.31622,-1.26322,0.44079,0.27748,-0.85954,0.381,-0.360,-0.267,-0.147,-0.375,-0.306,0.263,0.106,-0.293,-0.341,0.185,-0.194,0.8500
22.8400,-0.41879,-0.13197,-0.67737,0.57925,-0.11995,-0.96416,-0.51638,0.31416,-1.26323,0.44079,0.27541,-0.85956,0.381,-0.360,-0.267,-0.146,-0.375,-0.306,0.263,0.105,-0.293,-0.341,0.185,-0.194,0.8500
22.8450,-0.41878,-0.13398,-0.67739,0.57925,-0.12198,-0.96418,-0.51638,0.31215,-1.26324,0.44079,0.27340,-0.85957,0.381,-0.361,-0.266,-0.146,-0.375,-0.305,0.263,0.105,-0.292,-0.341,0.185,-0.194,0.8500
22.8500,-0.41878,-0.13594,-0.67741,0.57925,-0.12395,-0.96420,-0.51638,0.31019,-1.26326,0.44079,0.27144,-0.85958,0.381,-0.361,-0.266,-0.146,-0.375,-0.304,0.263,0.105,-0.292,-0.341,0.185,-0.193,0.8500
22.8550,-0.41878,-0.13784,-0.67743,0.57925,-0.12587,-0.96422,-0.51637,0.30829,-1.26327,0.44079,0.26954,-0.85959,0.381,-0.361,-0.265,-0.146,-0.375,-0.304,0.263,0.104,-0.292,-0.341,0.184,-0.193,0.8500
22.8600,-0.41878,-0.13969,-0.67745,0.57925,-0.12773,-0.96424,-0.51637,0.30645,-1.26328,0.44079,0.26769,-0.85961,0.381,-0.361,-0.264,-0.146,-0.375,-0.303,0.263,0.104,-0.291,-0.341,0.184,-0.192,0.8500
22.8650,-0.41878,-0.14148,-0.67747,0.57925,-0.12953,-0.96426,-0.51637,0.30467,-1.26330,0.44079,0.26590,-0.85962,0.381,-0.361,-0.264,-0.146,-0.375,-0.302,0.263,0.104,-0.291,-0.341,0.184,-0.192,0.8500
22.8700,-0.41878,-0.14321,-0.67749,0.57925,-0.13126,-0.96428,-0.51637,0.30295,-1.26331,0.44079,0.26418,-0.85963,0.381,-0.361,-0.263,-0.146,-0.375,-0.302,0.263,0.103,-0.290,-0.341,0.183,-0.192,0.8500
22.8750,-0.41878,-0.14488,-0.67751,0.57925,-0.13294,-0.96431,-0.51637,0.30128,-1.26332,0.44079,0.26251,-0.85965,0.381,-0.361,-0.263,-0.146,-0.375,-0.301,0.263,0.103,-0.290,-0.341,0.183,-0.191,0.8500
22.8800,-0.41878,-0.14648,-0.67753,0.57925,-0.13455,-0.96433,-0.51637,0.29969,-1.26334,0.44079,0.26091,-0.85966,0.381,-0.361,-0.262,-0.146,-0.376,-0.301,0.263,0.102,-0.290,-0.341,0.183,-0.191,0.8500
22.8850,-0.41878,-0.14802,-0.67755,0.57924,-0.13610,-0.96435,-0.51637,0.29815,-1.26335,0.44079,0.25937,-0.85967,0.381,-0.361,-0.261,-0.146,-0.376,-0.300,0.263,0.102,-0.289,-0.341,0.182,-0.190,0.8500
22.8900,-0.41878,-0.14950,-0.67757,0.57924,-0.13758,-0.96437,-0.51637,0.29669,-1.26336,0.44079,0.25790,-0.85968,0.381,-0.361,-0.261,-0.146,-0.376,-0.299,0.263,0.101,-0.289,-0.341,0.182,-0.190,0.8500
22.8950,-0.41878,-0.15091,-0.67758,0.57924,-0.13899,-0.96439,-0.51637,0.29528,-1.26337,0.44079,0.25650,-0.85970,0.381,-0.361,-0.260,-0.146,-0.376,-0.299,0.263,0.101,-0.289,-0.341,0.182,-0.190,0.8500
22.9000,-0.41878,-0.15225,-0.67760,0.57924,-0.14033,-0.96441,-0.51637,0.29395,-1.26339,0.44079,0.25516,-0.85971,0.381,-0.361,-0.260,-0.146,-0.376,-0.298,0.263,0.100,-0.288,-0.341,0.181,-0.189,0.8500
22.9050,-0.41878,-0.15353,-0.67762,0.57924,-0.14161,-0.96443,-0.51637,0.29269,-1.26340,0.44079,0.25389,-0.85972,0.381,-0.362,-0.259,-0.146,-0.377,-0.298,0.263,0.100,-0.288,-0.341,0.181,-0.189,0.8500
22.9100,-0.41878,-0.15473,-0.67764,0.57924,-0.14281,-0.96445,-0.51637,0.29149,-1.26341,0.44079,0.25270,-0.85973,0.381,-0.362,-0.259,-0.146,-0.377,-0.297,0.263,0.099,-0.287,-0.341,0.180,-0.189,0.8500
22.9150,-0.41878,-0.15586,-0.67766,0.57924,-0.14395,-0.96447,-0.51637,0.29037,-1.26343,0.44079,0.25157,-0.85975,0.381,-0.362,-0.258,-0.146,-0.377,-0.297,0.263,0.099,-0.287,-0.341,0.180,-0.188,0.8500
22.9200,-0.41878,-0.15692,-0.67768,0.57924,-0.14501,-0.96449,-0.51637,0.28932,-1.26344,0.44079,0.25052,-0.85976,0.381,-0.362,-0.258,-0.146,-0.378,-0.296,0.263,0.098,-0.287,-0.341,0.179,-0.188,0.8500
22.9250,-0.41878,-0.15791,-0.67770,0.57924,-0.14600,-0.96451,-0.51637,0.28834,-1.26345,0.44079,0.24954,-0.85977,0.381,-0.363,-0.257,-0.146,-0.378,-0.295,0.263,0.098,-0.286,-0.341,0.179,-0.188,0.8500
22.9300,-0.41878,-0.15883,-0.67771,0.57924,-0.14691,-0.96453,-0.51637,0.28743,-1.26346,0.44079,0.24863,-0.85978,0.381,-0.363,-0.257,-0.146,-0.378,-0.295,0.263,0.097,-0.286,-0.341,0.178,-0.187,0.8500
22.9350,-0.41878,-0.15967,-0.67773,0.57924,-0.14775,-0.96455,-0.51637,0.28660,-1.26347,0.44079,0.24779,-0.85980,0.381,-0.363,-0.256,-0.146,-0.379,-0.294,0.263,0.096,-0.286,-0.341,0.178,-0.187,0.8500
22.9400,-0.41878,-0.16043,-0.67775,0.57924,-0.14852,-0.96456,-0.51637,0.28585,-1.26349,0.44078,0.24703,-0.85981,0.381,-0.364,-0.256,-0.146,-0.379,-0.294,0.263,0.096,-0.285,-0.341,0.177,-0.187,0.8500
22.9450,-0.41878,-0.16112,-0.67777,0.57924,-0.14921,-0.96458,-0.51637,0.28517,-1.26350,0.44078,0.24635,-0.85982,0.381,-0.364,-0.255,-0.146,-0.379,-0.294,0.263,0.095,-0.285,-0.341,0.177,-0.186,0.8500
22.9500,-0.41878,-0.16174,-0.67778,0.57924,-0.14982,-0.96460,-0.51637,0.28456,-1.26351,0.44078,0.24574,-0.85983,0.381,-0.364,-0.255,-0.146,-0.380,-0.293,0.263,0.095,-0.285,-0.341,0.176,-0.186,0.8500
22.9550,-0.41878,-0.16227,-0.67780,0.57924,-0.15036,-0.96462,-0.51637,0.28403,-1.26352,0.44078,0.24521,-0.85984,0.381,-0.365,-0.255,-0.146,-0.380,-0.293,0.263,0.094,-0.285,-0.341,0.176,-0.186,0.8500
22.9600,-0.41878,-0.16273,-0.67781,0.57924,-0.15082,-0.96464,-0.51637,0.28358,-1.26353,0.44078,0.24476,-0.85985,0.381,-0.365,-0.254,-0.146,-0.381,-0.292,0.263,0.093,-0.284,-0.341,0.175,-0.186,0.8500
22.9650,-0.41878,-0.16312,-0.67783,0.57924,-0.15120,-0.96465,-0.51637,0.28321,-1.26354,0.44078,0.24438,-0.85986,0.381,-0.366,-0.254,-0.146,-0.381,-0.292,0.263,0.093,-0.284,-0.341,0.174,-0.185,0.8500
22.9700,-0.41878,-0.16342,-0.67785,0.57924,-0.15150,-0.96467,-0.51637,0.28291,-1.26355,0.44078,0.24409,-0.85987,0.381,-0.366,-0.253,-0.146,-0.382,-0.291,0.263,0.092,-0.284,-0.341,0.174,-0.185,0.8500
22.9750,-0.41878,-0.16364,-0.67786,0.57924,-0.15172,-0.96468,-0.51637,0.28269,-1.26356,0.44078,0.24387,-0.85988,0.381,-0.367,-0.253,-0.146,-0.382,-0.291,0.263,0.092,-0.284,-0.341,0.173,-0.185,0.8500
22.9800,-0.41878,-0.16379,-0.67787,0.57924,-0.15187,-0.96470,-0.51637,0.28255,-1.26357,0.44078,0.24372,-0.85989,0.381,-0.367,-0.253,-0.146,-0.383,-0.291,0.263,0.091,-0.283,-0.341,0.173,-0.185,0.8500
22.9850,-0.41878,-0.16387,-0.67788,0.57923,-0.15195,-0.96471,-0.51637,0.28247,-1.26358,0.44078,0.24364,-0.85989,0.381,-0.363,-0.254,-0.146,-0.379,-0.292,0.263,0.096,-0.285,-0.341,0.177,-0.186,0.8500
22.9900,-0.41878,-0.16390,-0.67789,0.57923,-0.15198,-0.96471,-0.51637,0.28245,-1.26358,0.44078,0.24362,-0.85989,0.381,-0.359,-0.255,-0.146,-0.374,-0.293,0.263,0.101,-0.286,-0.341,0.182,-0.187,0.8500
22.9950,-0.41878,-0.16385,-0.67789,0.57923,-0.15194,-0.96472,-0.51637,0.28249,-1.26358,0.44078,0.24367,-0.85989,0.381,-0.355,-0.255,-0.146,-0.369,-0.293,0.263,0.106,-0.286,-0.341,0.186,-0.188,0.8500
23.0000,-0.41878,-0.16375,-0.67789,0.57923,-0.15183,-0.96472,-0.51637,0.28259,-1.26358,0.44078,0.24377,-0.85989,0.381,-0.351,-0.255,-0.146,-0.365,-0.293,0.263,0.110,-0.285,-0.341,0.190,-0.187,0.8500
23.0050,-0.41878,-0.16357,-0.67789,0.57923,-0.15166,-0.96473,-0.51637,0.28276,-1.26358,0.44078,0.24395,-0.85989,0.381,-0.347,-0.255,-0.146,-0.362,-0.292,0.263,0.114,-0.285,-0.341,0.193,-0.187,0.8500
