t,phase,age_ms,grav_z,base_z,q_FL_abad,q_FL_thigh,q_FL_calf,q_FR_abad,q_FR_thigh,q_FR_calf,q_RL_abad,q_RL_thigh,q_RL_calf,q_RR_abad,q_RR_thigh,q_RR_calf,dq_FL_abad,dq_FL_thigh,dq_FL_calf,dq_FR_abad,dq_FR_thigh,dq_FR_calf,dq_RL_abad,dq_RL_thigh,dq_RL_calf,dq_RR_abad,dq_RR_thigh,dq_RR_calf,qdes_FL_abad,qdes_FL_thigh,qdes_FL_calf,qdes_FR_abad,qdes_FR_thigh,qdes_FR_calf,qdes_RL_abad,qdes_RL_thigh,qdes_RL_calf,qdes_RR_abad,qdes_RR_thigh,qdes_RR_calf,tau_FL_abad,tau_FL_thigh,tau_FL_calf,tau_FR_abad,tau_FR_thigh,tau_FR_calf,tau_RL_abad,tau_RL_thigh,tau_RL_calf,tau_RR_abad,tau_RR_thigh,tau_RR_calf,kp,kd
3.8850,sine,0.4,-0.9998,nan,-0.41099,-0.10305,-0.68647,0.57802,-0.09486,-0.97451,-0.50644,0.35723,-1.27321,0.42864,0.31775,-0.86607,-0.2540,-0.2149,0.0586,0.1368,-0.4103,-0.0195,-0.0195,-0.2540,0.0586,0.0195,-0.4884,-0.0586,-0.40737,-0.14230,-0.68670,0.57604,-0.13671,-0.97448,-0.50384,0.33190,-1.27329,0.42791,0.28749,-0.86607,0.476,-0.623,0.110,-0.037,-0.623,-0.110,-0.037,0.037,0.037,-0.037,-0.256,-0.256,30.00,1.200
3.8900,sine,0.4,-0.9998,nan,-0.41190,-0.10400,-0.68647,0.57853,-0.09724,-0.97451,-0.50633,0.35515,-1.27344,0.42839,0.31680,-0.86601,-0.1758,-0.2540,0.0195,0.0977,-0.5275,-0.0586,0.0195,-0.2540,-0.0195,-0.0195,-0.5275,-0.0977,-0.40737,-0.14460,-0.68670,0.57604,-0.13901,-0.97448,-0.50384,0.32960,-1.27329,0.42791,0.28519,-0.86607,0.476,-0.623,0.110,-0.110,-0.623,-0.110,-0.037,0.037,0.110,-0.037,-0.256,-0.183,30.00,1.200
3.8950,sine,0.4,-0.9998,nan,-0.41249,-0.10535,-0.68647,0.57893,-0.09870,-0.97457,-0.50604,0.35453,-1.27332,0.42832,0.31256,-0.86607,0.0195,-0.2149,0.0195,0.0195,-0.5275,-0.0195,0.1368,-0.2930,0.0195,0.0195,-0.5275,-0.0195,-0.40737,-0.14686,-0.68670,0.57604,-0.14126,-0.97448,-0.50384,0.32735,-1.27329,0.42791,0.28293,-0.86607,0.403,-0.623,0.110,-0.037,-0.623,-0.110,-0.037,-0.037,0.110,-0.037,-0.183,0.037,30.00,1.200
3.9000,sine,0.4,-0.9998,nan,-0.41274,-0.10707,-0.68647,0.57926,-0.10137,-0.97459,-0.50604,0.35200,-1.27318,0.42821,0.31037,-0.86598,0.0195,-0.2149,0.0195,0.0195,-0.5275,-0.0195,-0.0195,-0.3712,-0.0586,0.0586,-0.6838,0.0586,-0.40737,-0.14906,-0.68670,0.57604,-0.14347,-0.97448,-0.50384,0.32515,-1.27329,0.42791,0.28073,-0.86607,0.256,-0.623,0.110,-0.110,-0.623,-0.110,-0.110,0.037,0.110,-0.037,-0.110,0.037,30.00,1.200
3.9050,sine,0.3,-0.9998,nan,-0.41303,-0.10831,-0.68647,0.57944,-0.10455,-0.97459,-0.50582,0.34912,-1.27309,0.42799,0.30784,-0.86607,-0.0977,-0.3712,0.0195,0.0977,-0.6447,-0.0195,-0.0195,-0.3321,-0.0195,-0.0195,-0.6056,-0.0195,-0.40737,-0.15121,-0.68670,0.57604,-0.14562,-0.97448,-0.50384,0.32300,-1.27329,0.42791,0.27858,-0.86607,0.330,-0.623,0.110,-0.110,-0.403,-0.110,-0.037,-0.037,0.110,-0.110,-0.037,0.037,30.00,1.200
3.9100,sine,0.3,-0.9998,nan,-0.41369,-0.10945,-0.68647,0.57966,-0.10751,-0.97448,-0.50582,0.34871,-1.27318,0.42791,0.30408,-0.86607,-0.0586,-0.3712,0.0195,0.0195,-0.4884,0.0977,0.0195,0.0195,0.0195,-0.0977,-0.4493,-0.0977,-0.40737,-0.15331,-0.68670,0.57604,-0.14772,-0.97448,-0.50384,0.32089,-1.27329,0.42791,0.27648,-0.86607,0.403,-0.549,0.037,-0.037,-0.403,-0.110,-0.037,-0.256,0.110,-0.110,-0.183,-0.110,30.00,1.200
3.9150,sine,0.3,-0.9998,nan,-0.41442,-0.11222,-0.68647,0.57992,-0.10967,-0.97459,-0.50596,0.34871,-1.27315,0.42773,0.30320,-0.86601,-0.0977,-0.2540,0.0195,-0.0586,-0.4884,-0.0586,-0.0977,-0.0586,-0.0195,-0.0195,-0.1368,-0.0195,-0.40737,-0.15536,-0.68670,0.57604,-0.14977,-0.97448,-0.50384,0.31885,-1.27329,0.42791,0.27443,-0.86607,0.476,-0.549,0.110,-0.037,-0.476,-0.037,0.037,-0.549,0.110,-0.037,-0.623,-0.110,30.00,1.200
3.9200,sine,0.3,-0.9998,nan,-0.41490,-0.11391,-0.68647,0.57985,-0.11310,-0.97459,-0.50622,0.34809,-1.27318,0.42780,0.30261,-0.86607,-0.0977,-0.4493,0.0195,0.0586,-0.6447,-0.0977,-0.2149,-0.1758,0.0195,-0.0977,-0.2149,-0.0977,-0.40737,-0.15735,-0.68670,0.57604,-0.15176,-0.97448,-0.50384,0.31686,-1.27329,0.42791,0.27244,-0.86607,0.476,-0.549,0.037,-0.037,-0.403,-0.110,0.037,-0.549,0.110,-0.037,-0.623,-0.037,30.00,1.200
3.9250,sine,0.2,-0.9998,nan,-0.41497,-0.11624,-0.68638,0.57966,-0.11595,-0.97451,-0.50622,0.34809,-1.27318,0.42777,0.30115,-0.86601,0.0195,-0.3712,0.0195,0.1758,-0.6447,-0.0977,-0.0195,-0.1758,0.0195,-0.0977,-0.2930,-0.0586,-0.40737,-0.15928,-0.68670,0.57604,-0.15369,-0.97448,-0.50384,0.31493,-1.27329,0.42791,0.27051,-0.86607,0.403,-0.476,0.110,-0.037,-0.403,-0.110,0.037,-0.549,0.110,-0.110,-0.476,-0.037,30.00,1.200
3.9300,sine,0.2,-0.9998,nan,-0.41515,-0.11884,-0.68647,0.57966,-0.11815,-0.97459,-0.50647,0.34641,-1.27318,0.42773,0.29951,-0.86598,0.0195,-0.3712,0.0195,0.0195,-0.5275,0.0195,-0.1368,-0.2540,0.0195,-0.0195,-0.2930,0.0586,-0.40737,-0.16115,-0.68670,0.57604,-0.15556,-0.97448,-0.50384,0.31305,-1.27329,0.42791,0.26864,-0.86607,0.403,-0.476,0.110,-0.037,-0.403,-0.110,-0.037,-0.403,0.037,-0.037,-0.403,0.037,30.00,1.200
3.9350,sine,0.1,-0.9998,nan,-0.41545,-0.12100,-0.68647,0.57948,-0.12122,-0.97459,-0.50662,0.34422,-1.27315,0.42766,0.29746,-0.86598,-0.0977,-0.3712,0.0195,0.0195,-0.5665,-0.0195,-0.0195,-0.2540,0.0195,-0.1368,-0.4493,-0.0195,-0.40737,-0.16297,-0.68670,0.57604,-0.15737,-0.97448,-0.50384,0.31124,-1.27329,0.42791,0.26682,-0.86607,0.403,-0.476,0.037,0.037,-0.403,-0.110,0.037,-0.330,0.110,-0.037,-0.403,-0.183,30.00,1.200
3.9400,sine,0.2,-0.9998,nan,-0.41545,-0.12279,-0.68647,0.57944,-0.12363,-0.97459,-0.50677,0.34422,-1.27318,0.42762,0.29633,-0.86598,0.0195,-0.4884,0.0195,-0.0195,-0.3712,-0.0195,-0.1368,-0.2540,0.0195,0.0977,-0.2149,-0.0195,-0.40737,-0.16472,-0.68670,0.57604,-0.15912,-0.97448,-0.50384,0.30949,-1.27329,0.42791,0.26507,-0.86607,0.330,-0.476,0.110,0.037,-0.403,-0.110,-0.037,-0.330,0.110,-0.110,-0.623,0.037,30.00,1.200
3.9450,sine,0.2,-0.9998,nan,-0.41552,-0.12506,-0.68647,0.57926,-0.12458,-0.97457,-0.50688,0.34268,-1.27327,0.42762,0.29567,-0.86598,-0.0586,-0.3321,0.0195,0.0195,-0.3712,-0.0586,-0.0195,0.0195,0.0195,-0.0977,-0.1758,-0.0977,-0.40737,-0.16640,-0.68670,0.57604,-0.16081,-0.97448,-0.50384,0.30780,-1.27329,0.42791,0.26339,-0.86607,0.403,-0.403,0.110,0.037,-0.549,-0.110,-0.037,-0.769,0.110,-0.037,-0.696,-0.037,30.00,1.200
3.9500,sine,0.1,-0.9998,nan,-0.41570,-0.12714,-0.68647,0.57908,-0.12773,-0.97459,-0.50669,0.34305,-1.27318,0.42725,0.29421,-0.86598,-0.0586,-0.4884,0.0195,-0.0195,-0.5275,-0.0195,0.0586,0.0977,0.0195,-0.2149,-0.1758,-0.0977,-0.40737,-0.16803,-0.68670,0.57604,-0.16243,-0.97448,-0.50384,0.30618,-1.27329,0.42791,0.26176,-0.86607,0.330,-0.476,0.110,0.037,-0.403,-0.110,-0.037,-0.989,0.110,-0.037,-0.623,-0.037,30.00,1.200
3.9550,sine,0.1,-0.9998,nan,-0.41545,-0.12948,-0.68647,0.57919,-0.12974,-0.97459,-0.50669,0.34319,-1.27309,0.42641,0.29333,-0.86598,0.1368,-0.4493,0.0195,-0.0195,-0.4103,-0.0586,-0.0195,-0.0195,0.0195,-0.2540,-0.2149,-0.0195,-0.40737,-0.16958,-0.68670,0.57604,-0.16399,-0.97448,-0.50384,0.30463,-1.27329,0.42791,0.26021,-0.86607,0.330,-0.403,0.110,0.037,-0.476,-0.110,-0.037,-0.989,0.110,0.256,-0.769,0.037,30.00,1.200
3.9600,sine,0.1,-0.9998,nan,-0.41526,-0.13123,-0.68647,0.57893,-0.13193,-0.97459,-0.50662,0.34297,-1.27318,0.42546,0.29315,-0.86607,0.0977,-0.3712,0.0195,0.0586,-0.4493,0.0195,-0.0195,-0.1368,0.1368,-0.2540,-0.0977,-0.0977,-0.40737,-0.17107,-0.68670,0.57604,-0.16548,-0.97448,-0.50384,0.30314,-1.27329,0.42791,0.25872,-0.86607,0.330,-0.476,0.110,0.037,-0.476,-0.110,-0.037,-0.916,0.110,0.183,-0.769,-0.110,30.00,1.200
3.9650,sine,0.1,-0.9998,nan,-0.41526,-0.13456,-0.68647,0.57897,-0.13379,-0.97459,-0.50677,0.34268,-1.27315,0.42484,0.29117,-0.86598,-0.0977,-0.4493,-0.0195,0.0586,-0.4884,-0.0195,-0.0195,0.0195,0.0195,-0.1758,-0.2930,-0.1368,-0.40737,-0.17249,-0.68670,0.57604,-0.16690,-0.97448,-0.50384,0.30172,-1.27329,0.42791,0.25730,-0.86607,0.330,-0.403,0.110,-0.037,-0.403,-0.110,0.037,-0.916,0.110,0.183,-0.696,0.037,30.00,1.200
3.9700,sine,0.1,-0.9998,nan,-0.41534,-0.13697,-0.68647,0.57904,-0.13654,-0.97459,-0.50688,0.34243,-1.27327,0.42407,0.29007,-0.86598,0.0195,-0.4884,0.0586,0.0195,-0.4493,0.0586,-0.0195,0.0195,0.0195,-0.0977,-0.2930,0.0586,-0.40737,-0.17384,-0.68670,0.57604,-0.16825,-0.97448,-0.50384,0.30037,-1.27329,0.42791,0.25595,-0.86607,0.403,-0.330,0.110,0.037,-0.403,-0.110,-0.037,-1.062,0.110,0.110,-0.696,-0.110,30.00,1.200
3.9750,sine,0.0,-0.9998,nan,-0.41534,-0.13873,-0.68647,0.57897,-0.13920,-0.97451,-0.50688,0.34243,-1.27327,0.42342,0.29007,-0.86598,0.0977,-0.3321,0.0195,0.0195,-0.3712,0.0586,-0.0195,0.0195,0.0195,-0.1368,-0.2930,0.0586,-0.40737,-0.17512,-0.68670,0.57604,-0.16953,-0.97448,-0.50384,0.29909,-1.27329,0.42791,0.25467,-0.86607,0.403,-0.403,0.037,0.037,-0.476,-0.037,-0.037,-1.136,0.110,0.183,-0.696,-0.183,30.00,1.200
3.9800,sine,0.1,-0.9998,nan,-0.41515,-0.14089,-0.68641,0.57882,-0.14056,-0.97459,-0.50688,0.34243,-1.27318,0.42316,0.28799,-0.86598,0.0195,-0.4884,0.0195,-0.0195,-0.4884,-0.0195,-0.0195,0.0195,0.0977,-0.1758,-0.2149,0.0195,-0.40737,-0.17633,-0.68670,0.57604,-0.17074,-0.97448,-0.50384,0.29788,-1.27329,0.42791,0.25346,-0.86607,0.330,-0.330,0.110,-0.037,-0.330,-0.110,-0.037,-1.136,0.037,0.183,-0.842,-0.037,30.00,1.200
3.9850,sine,0.0,-0.9998,nan,-0.41508,-0.14311,-0.68641,0.57875,-0.14301,-0.97459,-0.50677,0.34224,-1.27315,0.42228,0.28730,-0.86598,0.0195,-0.3321,0.0195,-0.0586,-0.3712,0.0586,0.0586,-0.1368,0.0195,-0.0586,-0.2149,-0.0195,-0.40737,-0.17746,-0.68670,0.57604,-0.17187,-0.97448,-0.50384,0.29674,-1.27329,0.42791,0.25233,-0.86607,0.256,-0.330,0.110,0.037,-0.403,-0.110,0.037,-1.136,0.110,0.183,-0.769,-0.256,30.00,1.200
3.9900,sine,1.0,-0.9998,nan,-0.41508,-0.14505,-0.68647,0.57875,-0.14454,-0.97459,-0.50688,0.34213,-1.27318,0.42203,0.28715,-0.86598,0.0195,-0.5665,0.0195,0.0195,-0.4493,-0.0195,-0.0195,-0.0586,0.0195,-0.0977,-0.1758,-0.0195,-0.40737,-0.17852,-0.68670,0.57604,-0.17293,-0.97448,-0.50384,0.29568,-1.27329,0.42791,0.25127,-0.86607,0.330,-0.256,0.110,0.037,-0.403,-0.110,0.037,-1.136,0.110,0.183,-0.769,0.037,30.00,1.200
3.9950,sine,1.0,-0.9998,nan,-0.41508,-0.14681,-0.68653,0.57875,-0.14648,-0.97459,-0.50688,0.34206,-1.27318,0.42162,0.28576,-0.86598,0.0195,-0.4493,0.0195,0.1368,-0.4884,-0.0195,-0.0195,-0.0586,0.0195,-0.0977,-0.2930,-0.0195,-0.40737,-0.17951,-0.68670,0.57604,-0.17392,-0.97448,-0.50384,0.29470,-1.27329,0.42791,0.25028,-0.86607,0.256,-0.330,0.183,0.037,-0.476,-0.110,-0.037,-1.209,0.110,0.256,-0.842,0.037,30.00,1.200
4.0000,sine,1.0,-0.9998,nan,-0.41508,-0.14937,-0.68647,0.57875,-0.14805,-0.97459,-0.50688,0.34191,-1.27318,0.42067,0.28518,-0.86598,0.0195,-0.2540,0.0195,0.0195,-0.2930,-0.0195,-0.1368,0.0195,0.0195,-0.1368,-0.1758,-0.0586,-0.40737,-0.18042,-0.68670,0.57604,-0.17483,-0.97448,-0.50384,0.29378,-1.27329,0.42791,0.24937,-0.86607,0.330,-0.183,0.110,0.037,-0.330,-0.110,-0.037,-1.282,0.110,0.256,-0.842,-0.037,30.00,1.200
4.0050,sine,0.9,-0.9998,nan,-0.41497,-0.15112,-0.68647,0.57875,-0.15003,-0.97459,-0.50688,0.34177,-1.27315,0.42042,0.28404,-0.86598,0.0586,-0.3712,-0.0195,0.0195,-0.3712,-0.0195,-0.0195,0.0195,0.0195,-0.0586,-0.1758,0.0586,-0.40737,-0.18126,-0.68670,0.57604,-0.17567,-0.97448,-0.50384,0.29295,-1.27329,0.42791,0.24853,-0.86607,0.330,-0.330,0.110,0.037,-0.403,-0.110,-0.037,-1.282,0.110,0.256,-0.916,-0.110,30.00,1.200
4.0100,sine,0.9,-0.9998,nan,-0.41497,-0.15302,-0.68653,0.57875,-0.15167,-0.97459,-0.50688,0.34177,-1.27327,0.42002,0.28309,-0.86598,0.0195,-0.5665,0.0195,0.0195,-0.2930,-0.0195,-0.0195,0.0195,0.0195,-0.2540,-0.0977,0.0586,-0.40737,-0.18202,-0.68670,0.57604,-0.17643,-0.97448,-0.50384,0.29219,-1.27329,0.42791,0.24777,-0.86607,0.330,-0.183,0.183,0.037,-0.403,-0.110,-0.037,-1.282,0.037,0.256,-0.916,-0.110,30.00,1.200
4.0150,sine,0.9,-0.9998,nan,-0.41490,-0.15485,-0.68653,0.57875,-0.15247,-0.97459,-0.50688,0.34177,-1.27318,0.41943,0.28265,-0.86598,0.0195,-0.2540,0.0195,-0.0586,-0.2930,0.0586,-0.0586,0.0195,0.0586,-0.1368,-0.0977,-0.0586,-0.40737,-0.18270,-0.68670,0.57604,-0.17711,-0.97448,-0.50384,0.29151,-1.27329,0.42791,0.24709,-0.86607,0.256,-0.256,0.183,0.037,-0.403,-0.110,0.037,-1.355,0.110,0.256,-0.916,-0.110,30.00,1.200
4.0200,sine,0.9,-0.9998,nan,-0.41479,-0.15635,-0.68647,0.57864,-0.15445,-0.97457,-0.50691,0.34177,-1.27318,0.41866,0.28167,-0.86598,-0.0977,-0.2540,-0.0195,-0.0977,-0.2930,-0.0195,-0.0586,0.0195,-0.0586,-0.1758,-0.1368,-0.0977,-0.40737,-0.18330,-0.68670,0.57604,-0.17771,-0.97448,-0.50384,0.29090,-1.27329,0.42791,0.24649,-0.86607,0.330,-0.256,0.110,-0.037,-0.403,-0.110,-0.037,-1.282,0.110,0.256,-0.916,-0.256,30.00,1.200
4.0250,sine,0.9,-0.9998,nan,-0.41490,-0.15803,-0.68647,0.57864,-0.15591,-0.97459,-0.50688,0.34155,-1.27318,0.41855,0.28141,-0.86598,0.0195,-0.2540,0.0195,0.1368,-0.1758,-0.0195,-0.0195,-0.0586,0.0195,-0.0977,-0.2149,-0.0195,-0.40737,-0.18383,-0.68670,0.57604,-0.17824,-0.97448,-0.50384,0.29038,-1.27329,0.42791,0.24596,-0.86607,0.256,-0.256,0.037,-0.037,-0.403,-0.110,-0.037,-1.355,0.110,0.330,-0.916,-0.037,30.00,1.200
4.0300,sine,0.8,-0.9998,nan,-0.41490,-0.15931,-0.68647,0.57875,-0.15712,-0.97459,-0.50688,0.34144,-1.27321,0.41815,0.28115,-0.86595,0.0586,-0.2930,0.0195,0.0195,-0.2930,-0.0195,0.0977,-0.0977,0.0195,-0.0977,-0.2149,-0.1368,-0.40737,-0.18428,-0.68670,0.57604,-0.17868,-0.97448,-0.50384,0.28993,-1.27329,0.42791,0.24551,-0.86607,0.330,-0.183,0.110,-0.037,-0.403,-0.110,-0.037,-1.355,0.110,0.256,-0.916,-0.110,30.00,1.200
4.0350,sine,0.8,-0.9998,nan,-0.41486,-0.16085,-0.68647,0.57875,-0.15803,-0.97459,-0.50688,0.34137,-1.27318,0.41764,0.28115,-0.86595,0.0195,-0.4493,0.0195,0.0195,-0.2149,-0.0586,-0.0195,0.0195,0.0195,-0.0977,-0.2149,-0.1368,-0.40737,-0.18464,-0.68670,0.57604,-0.17905,-0.97448,-0.50384,0.28957,-1.27329,0.42791,0.24515,-0.86607,0.330,-0.256,0.110,0.037,-0.403,-0.110,0.037,-1.355,0.110,0.256,-0.916,-0.110,30.00,1.200
4.0400,sine,0.8,-0.9998,nan,-0.41490,-0.16242,-0.68647,0.57882,-0.15920,-0.97459,-0.50688,0.34129,-1.27318,0.41764,0.27977,-0.86598,-0.0195,-0.2540,0.0586,0.0195,-0.0977,0.0977,-0.0195,-0.0586,-0.0195,-0.0977,-0.2149,-0.0195,-0.40737,-0.18493,-0.68670,0.57604,-0.17934,-0.97448,-0.50384,0.28928,-1.27329,0.42791,0.24486,-0.86607,0.330,-0.183,0.037,0.037,-0.403,-0.037,-0.037,-1.355,0.110,0.256,-0.989,-0.037,30.00,1.200
4.0450,sine,0.8,-0.9998,nan,-0.41479,-0.16362,-0.68653,0.57882,-0.16019,-0.97459,-0.50688,0.34115,-1.27318,0.41680,0.27951,-0.86595,0.0195,-0.2540,0.0586,0.0195,-0.1758,-0.0195,-0.0195,-0.0586,0.0195,-0.0977,-0.2149,-0.0195,-0.40737,-0.18514,-0.68670,0.57604,-0.17955,-0.97448,-0.50384,0.28907,-1.27329,0.42791,0.24465,-0.86607,0.330,-0.256,0.110,0.037,-0.476,-0.110,-0.037,-1.429,0.037,0.330,-0.989,-0.037,30.00,1.200
4.0500,sine,0.7,-0.9998,nan,-0.41486,-0.16457,-0.68647,0.57875,-0.16059,-0.97459,-0.50695,0.34115,-1.27315,0.41643,0.27951,-0.86598,-0.0195,-0.2149,0.0586,0.0195,-0.0977,-0.0977,-0.0195,0.0195,0.0195,-0.0977,-0.2149,-0.0195,-0.40737,-0.18527,-0.68670,0.57604,-0.17968,-0.97448,-0.50384,0.28894,-1.27329,0.42791,0.24452,-0.86607,0.330,-0.256,0.110,0.037,-0.476,-0.110,-0.037,-1.429,0.110,0.330,-0.989,-0.256,30.00,1.200
4.0550,sine,0.7,-0.9998,nan,-0.41497,-0.16585,-0.68647,0.57875,-0.16158,-0.97459,-0.50688,0.34100,-1.27321,0.41643,0.27812,-0.86598,0.0195,-0.0586,-0.0195,0.0586,-0.1368,0.0586,-0.0586,-0.0586,-0.0195,-0.0977,-0.0977,-0.0195,-0.40737,-0.18532,-0.68670,0.57604,-0.17973,-0.97448,-0.50384,0.28889,-1.27329,0.42791,0.24447,-0.86607,0.330,-0.256,0.037,0.037,-0.476,-0.110,-0.037,-1.429,0.110,0.330,-0.989,-0.110,30.00,1.200
4.0600,sine,0.7,-0.9998,nan,-0.41486,-0.16669,-0.68647,0.57879,-0.16212,-0.97459,-0.50688,0.34093,-1.27321,0.41530,0.27812,-0.86598,-0.0195,-0.2149,0.0586,-0.0586,-0.0586,0.0195,-0.0586,-0.0586,-0.0195,-0.0586,-0.0977,-0.0586,-0.40737,-0.18529,-0.68670,0.57604,-0.17969,-0.97448,-0.50384,0.28892,-1.27329,0.42791,0.24450,-0.86607,0.330,-0.256,0.110,0.037,-0.549,-0.110,0.037,-1.429,0.110,0.403,-0.989,-0.037,30.00,1.200
4.0650,sine,0.7,-0.9998,nan,-0.41490,-0.16728,-0.68647,0.57875,-0.16246,-0.97459,-0.50695,0.34093,-1.27315,0.41523,0.27706,-0.86595,0.0586,-0.0977,0.0195,0.1368,-0.0586,-0.0977,-0.0195,0.0195,0.0195,-0.0195,-0.0977,-0.0195,-0.40737,-0.18518,-0.68670,0.57604,-0.17958,-0.97448,-0.50384,0.28903,-1.27329,0.42791,0.24461,-0.86607,0.330,-0.256,0.037,0.037,-0.549,-0.110,-0.037,-1.429,0.110,0.330,-0.989,-0.037,30.00,1.200
4.0700,sine,0.7,-0.9998,nan,-0.41497,-0.16801,-0.68647,0.57864,-0.16271,-0.97457,-0.50688,0.34085,-1.27318,0.41483,0.27691,-0.86598,0.0586,-0.0195,0.0195,0.0195,-0.0977,-0.0586,0.0195,0.0977,0.0195,-0.0195,-0.1368,0.0195,-0.40737,-0.18498,-0.68670,0.57604,-0.17939,-0.97448,-0.50384,0.28922,-1.27329,0.42791,0.24481,-0.86607,0.330,-0.256,0.037,0.037,-0.549,-0.110,-0.037,-1.502,0.110,0.330,-0.989,-0.110,30.00,1.200
4.0750,sine,0.6,-0.9998,nan,-0.41490,-0.16870,-0.68653,0.57864,-0.16308,-0.97457,-0.50695,0.34085,-1.27318,0.41464,0.27680,-0.86598,0.0977,-0.2540,0.0195,0.0195,-0.1368,0.0586,-0.0195,-0.0586,0.0195,0.0195,-0.0977,-0.0195,-0.40737,-0.18471,-0.68670,0.57604,-0.17912,-0.97448,-0.50384,0.28949,-1.27329,0.42791,0.24508,-0.86607,0.403,-0.256,0.110,0.037,-0.549,-0.110,-0.037,-1.502,0.110,0.330,-0.989,-0.183,30.00,1.200
4.0800,sine,0.6,-0.9998,nan,-0.41490,-0.16892,-0.68647,0.57857,-0.16333,-0.97451,-0.50688,0.34085,-1.27318,0.41461,0.27644,-0.86598,0.0195,-0.0977,-0.0195,-0.0977,-0.1368,-0.0195,-0.0195,-0.0586,0.0195,-0.1368,-0.1368,-0.0586,-0.40737,-0.18436,-0.68670,0.57604,-0.17877,-0.97448,-0.50384,0.28984,-1.27329,0.42791,0.24543,-0.86607,0.330,-0.256,0.110,0.037,-0.476,-0.110,-0.037,-1.429,0.110,0.330,-0.989,-0.110,30.00,1.200
4.0850,sine,0.6,-0.9998,nan,-0.41490,-0.16962,-0.68647,0.57857,-0.16344,-0.97451,-0.50688,0.34085,-1.27318,0.41435,0.27629,-0.86598,0.0977,-0.0586,-0.0195,0.0195,-0.0195,-0.0195,-0.0195,0.0977,-0.0195,-0.0195,-0.0977,-0.0586,-0.40737,-0.18393,-0.68670,0.57604,-0.17834,-0.97448,-0.50384,0.29027,-1.27329,0.42791,0.24586,-0.86607,0.330,-0.256,0.110,0.037,-0.549,-0.110,-0.037,-1.429,0.110,0.330,-0.989,-0.110,30.00,1.200
4.0900,sine,0.6,-0.9998,nan,-0.41497,-0.17006,-0.68647,0.57857,-0.16362,-0.97462,-0.50688,0.34085,-1.27315,0.41420,0.27629,-0.86598,0.0195,-0.0977,0.0195,0.0586,-0.0195,-0.0195,-0.0195,0.0195,0.0195,0.0195,-0.0977,-0.0586,-0.40737,-0.18343,-0.68670,0.57604,-0.17783,-0.97448,-0.50384,0.29078,-1.27329,0.42791,0.24636,-0.86607,0.330,-0.256,0.110,0.037,-0.623,-0.110,-0.037,-1.429,0.110,0.330,-0.989,-0.110,30.00,1.200
4.0950,sine,0.6,-0.9998,nan,-0.41490,-0.17035,-0.68647,0.57853,-0.16381,-0.97459,-0.50691,0.34082,-1.27318,0.41417,0.27593,-0.86598,-0.0586,0.0586,0.0195,0.0586,-0.0977,-0.0195,-0.0195,0.0195,0.0195,-0.0195,-0.0195,-0.0586,-0.40737,-0.18284,-0.68670,0.57604,-0.17725,-0.97448,-0.50384,0.29137,-1.27329,0.42791,0.24695,-0.86607,0.330,-0.330,0.037,-0.037,-0.549,-0.110,-0.037,-1.429,0.110,0.330,-0.989,-0.110,30.00,1.200
4.1000,sine,0.5,-0.9998,nan,-0.41497,-0.17046,-0.68647,0.57857,-0.16381,-0.97459,-0.50688,0.34085,-1.27318,0.41398,0.27593,-0.86598,0.0195,0.0195,0.0195,-0.1368,0.0586,-0.0195,-0.0586,0.0195,-0.0195,-0.0195,-0.0195,-0.0586,-0.40737,-0.18218,-0.68670,0.57604,-0.17658,-0.97448,-0.50384,0.29203,-1.27329,0.42791,0.24761,-0.86607,0.330,-0.256,0.110,0.037,-0.476,-0.110,-0.037,-1.429,0.110,0.330,-0.989,-0.110,30.00,1.200
4.1050,sine,0.5,-0.9998,nan,-0.41497,-0.17068,-0.68647,0.57842,-0.16373,-0.97451,-0.50688,0.34085,-1.27315,0.41398,0.27586,-0.86595,-0.0586,0.0195,0.0195,-0.0195,-0.0195,-0.0195,-0.0195,-0.0586,0.0195,-0.0195,-0.1368,-0.0195,-0.40737,-0.18143,-0.68670,0.57604,-0.17584,-0.97448,-0.50384,0.29277,-1.27329,0.42791,0.24836,-0.86607,0.403,-0.256,0.110,0.037,-0.549,-0.110,-0.037,-1.429,0.110,0.330,-0.989,-0.037,30.00,1.200
4.1100,sine,0.5,-0.9998,nan,-0.41497,-0.17075,-0.68647,0.57842,-0.16370,-0.97451,-0.50688,0.34082,-1.27318,0.41398,0.27582,-0.86595,0.0977,0.0195,0.0195,-0.0586,-0.0195,-0.0195,-0.0195,0.0977,0.0195,-0.0195,-0.0195,-0.0586,-0.40737,-0.18062,-0.68670,0.57604,-0.17502,-0.97448,-0.50384,0.29359,-1.27329,0.42791,0.24917,-0.86607,0.330,-0.256,0.110,0.037,-0.549,-0.110,-0.037,-1.429,0.110,0.330,-0.989,-0.037,30.00,1.200
4.1150,sine,0.5,-0.9998,nan,-0.41497,-0.17075,-0.68647,0.57853,-0.16362,-0.97459,-0.50684,0.34093,-1.27318,0.41391,0.27575,-0.86595,0.0195,0.0195,0.0195,0.0195,0.0195,-0.0195,-0.0195,0.0977,0.0195,-0.0195,0.0195,-0.0586,-0.40737,-0.17972,-0.68670,0.57604,-0.17413,-0.97448,-0.50384,0.29449,-1.27329,0.42791,0.25007,-0.86607,0.330,-0.330,0.110,-0.037,-0.549,-0.110,0.037,-1.429,0.110,0.330,-0.989,-0.037,30.00,1.200
